city_key,offense,lat,lon,radius_m,reason,evidence_url_note
new_york,any,40.8222710411331,-73.911697780277,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (220 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.8694704770483,-73.8798608037303,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (215 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.7694951184418,-73.9150241703895,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (214 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.8103518634571,-73.924942325642,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (212 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.8162058439227,-73.8960011932583,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (210 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.7565675846374,-73.8759315341335,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (210 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.7623158004241,-73.8274480018593,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (208 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.8441566000203,-73.9006054489734,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (190 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.7072398161698,-73.7927267255908,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (182 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.6799807384666,-73.7762339071953,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (179 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.8535983673823,-73.9005768807295,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (174 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.7265293769835,-73.7348645378882,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (171 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.6984738177025,-73.917768981221,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (169 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.6305998504358,-73.9737053160275,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (155 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.6744956865259,-73.9305713255961,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (153 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.81591307653,-73.9451493066481,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (147 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.6581577535544,-74.0004411548878,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (146 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.7535327012632,-73.9945368920152,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (142 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.8565767275976,-73.8438936779283,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (142 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.69932415739,-73.831570887672,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (142 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.7044350296655,-73.8937807141634,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (140 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.6447209438691,-74.0770327198983,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (136 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.6027762300781,-73.7501173648331,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (133 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.68900139556,-73.9450265328727,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (127 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.7301130668694,-73.8109089148815,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (125 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.664121282631,-73.9477648403751,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (120 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.6894642952604,-73.9240290899499,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (119 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.8512131676868,-73.9352160519866,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (118 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.6486135510607,-73.9052572032302,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (117 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.7650240788333,-73.9848359497083,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (115 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.8009303727402,-73.9410982410066,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (114 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.7204418884676,-74.0067439741913,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (111 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.6022161657077,-74.0029507988395,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (111 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.7372030985741,-73.9832725981497,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (111 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.6258375452829,-73.9909448942322,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (108 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.7431245994984,-73.9560680726795,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (107 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.7894632995555,-73.9476340039424,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (106 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.682398279333,-73.8400721577516,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (106 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.7065483947783,-73.9504006335643,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (106 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.7265156408036,-73.9882902437563,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (103 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.6231883776008,-74.1492376947323,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (102 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.8307223277672,-73.8271260588639,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (101 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.5766459780433,-73.9764803960699,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (96 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.8828621313214,-73.9035744897024,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (92 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.7160120119955,-73.9973320301008,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (89 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.8286232400477,-73.9438488369889,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (88 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.5940190586592,-73.9608543158447,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (86 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.7669956423899,-73.9639223035387,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (85 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.7426636084461,-73.9980491084798,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (84 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.6388651705916,-74.0227120876572,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (81 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.7226409964758,-73.8515418216779,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (81 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.7163099917327,-73.9831660136947,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (75 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.6281697437036,-73.9413587834752,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (75 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.6902236041959,-73.9602785860011,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (74 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.7960743128304,-73.9670667458109,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (74 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.7568201683051,-73.9711432633524,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (72 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.8407811088581,-73.9362453818218,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (69 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.6807856126343,-73.9744751162161,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (66 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.7338967584511,-74.0053958373447,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (65 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.5742856881925,-74.1059144051212,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (65 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.8084177460021,-73.9524740603515,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (63 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.7842519786623,-73.9748976664227,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (62 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.7270006940205,-73.9529831112437,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (60 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.8148034786258,-73.95628448405,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (58 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.5859433449759,-73.8161019228725,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (56 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.6954388081238,-73.9832253756043,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (46 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.7603961392658,-73.7675025349456,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (38 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.6836512406856,-74.0003043120176,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (31 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.5120382535219,-74.2497549524458,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (22 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
new_york,any,40.7824518600123,-73.9658782689495,30,NYPD precinct station-house masking point; located sex-offense and unknown-location rows snap to precinct houses (20 rape rows here; 9932 located NYC rapes fall on exactly 77 precinct points),geocoding audit 2026-07-05 findings.md rape masking scan (77 precinct points)
boston,any,42.38133,-71.02804,30,BPD District A-7 bare street-name geocode default (E EAGLE ST with no house number); 2452 address-less rows collapse to the mid-street point with a catch-all offense mix; not a real hotspot,geocoding audit 2026-07-05 findings.md MASKED_OR_DEFAULT
chicago,rape,41.895003278,-87.62152816,30,Northwestern Memorial Hospital (251 E Huron St); 139/172 rows HOSPITAL premise - rape report/exam-location coding,geocoding audit 2026-07-05 findings.md Chicago hospital rape pattern (top rape points all hospitals)
chicago,rape,41.895002822,-87.621454706,30,Northwestern Memorial Hospital secondary point; 63/83 rows HOSPITAL premise - rape report/exam-location coding,geocoding audit 2026-07-05 findings.md Chicago hospital rape pattern (top rape points all hospitals)
chicago,rape,41.936335635,-87.650710119,30,Advocate Illinois Masonic Medical Center; 35/60 rows HOSPITAL premise - rape report/exam-location coding,geocoding audit 2026-07-05 findings.md Chicago hospital rape pattern (top rape points all hospitals)
chicago,rape,41.865541907,-87.768294247,30,Loretto Hospital; 34/41 rows HOSPITAL premise - rape report/exam-location coding,geocoding audit 2026-07-05 findings.md Chicago hospital rape pattern (top rape points all hospitals)
chicago,rape,41.873219626,-87.675868666,30,Rush/Stroger hospital corridor; 22/36 rows HOSPITAL premise - rape report/exam-location coding,geocoding audit 2026-07-05 findings.md Chicago hospital rape pattern (top rape points all hospitals)
chicago,rape,41.792195498,-87.604958508,30,South-side hospital point; 22/33 rows HOSPITAL premise - rape report/exam-location coding,geocoding audit 2026-07-05 findings.md Chicago hospital rape pattern (top rape points all hospitals)
tucson,rape,32.24169457672556,-110.94406476880656,30,Banner University Medical Center Tucson (1501-1625 N Campbell Ave); 13 rapes = report/exam-location coding,geocoding audit 2026-07-05 findings.md Tucson hospital rape pattern
tucson,rape,32.17791005513926,-110.92972412385164,30,Banner University Medical Center South (2800/2920 E Ajo Way); 9 rapes = report/exam-location coding,geocoding audit 2026-07-05 findings.md Tucson hospital rape pattern
san_diego,any,32.71411323796174,-117.1522366016688,30,"SDPD Headquarters (1401 Broadway); station-house catch-all report-location default (All Other Offenses, intimidation, drugs, 4 rapes) - report location not offense location",geocoding audit 2026-07-05 findings.md San Diego HQ point
boston,any,42.376632,-71.055932,30,"BPD bare-street-name geocode default (Charlestown); 1,982 address-less rows collapse to one point with catch-all offense mix (MV leaving-scene 262, larceny-from-MV 145, investigate-person 126, property-lost 119); same default-point signature as the A-7 E Eagle St point; not a real hotspot",geocoding-integrity-v10 residual tripwire adjudication 2026-07-05 (supervisor ruling B1)
boston,any,42.30468,-71.05628,30,"BPD bare-street-name geocode default (FREEPORT ST, Dorchester C-11, no house number); number-less rows collapse to the mid-street point (75/90 recent rows bare FREEPORT ST) with catch-all surrounding mix (recovered-MV, investigate-person, vandalism); same default-point signature as E Eagle St and Charlestown; too-coarse geocode, not a real exact-point hotspot","geocoding-integrity-v10 residual tripwire, supervisor ruling B1 signature (bare-street-name default) applied 2026-07-05"
atlanta_ga,any,33.80079062200008,-84.47028674399996,30,geocoding default/aggregation centroid near 1726 Hollywood Rd NW - no POI at point; most offense-diverse point in the feed (all 7 offenses 43 incidents) imprecise-address catch-all,geocoding-integrity-v10 batch-A residual tripwire adjudication 2026-07-06 (supervisor ruling MASKED_OR_DEFAULT)
atlanta_ga,any,33.74441398000005,-84.50598596799995,30,geocoding default/aggregation centroid (SW Atlanta 30310) - no venue/POI at point; 5 distinct offenses (larceny 13 agg-assault 10 burglary 3 MVT 2 robbery 1) all generic_worker_reported_latlon tier; same default-centroid signature as the Hollywood Rd point,geocoding-integrity-v10 batch-A residual tripwire adjudication 2026-07-06 (supervisor ruling MASKED_OR_DEFAULT)
oakland_ca,any,37.79908,-122.27313,30,"OPD HQ 400 7th St default-location point; 205 rows dominated by MVT (121), cross-offense pile-up incl 3 rapes",Batch B adjudication 2026-07-08; STATE.md Batch B onboarding results section
oakland_ca,any,37.79925,-122.23121,30,Highland Hospital 1400 E 31st St report-taken-at-hospital point; 52 rows cross-offense incl 5 of 215 located rapes,Batch B adjudication 2026-07-08; STATE.md Batch B onboarding results section
oakland_ca,any,37.80508,-122.27307,30,Null-address geocode-fallback point; 185 rows all null address spread across police beats citywide,Batch B adjudication 2026-07-08; STATE.md Batch B onboarding results section
aurora_co,any,39.74300826395449,-104.84077329833224,30,Fitzsimons/Anschutz Medical Campus centroid snap (ZIP 80045); 36 rows cross-offense incl all 6 exact-point rapes,Batch B adjudication 2026-07-08; STATE.md Batch B onboarding results section
