county_fips,cbsa_code,cbsa_title
34015,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
34017,35620,"New York-Newark-Jersey City, NY-NJ"
34019,35620,"New York-Newark-Jersey City, NY-NJ"
34021,45940,"Trenton-Princeton, NJ"
34023,35620,"New York-Newark-Jersey City, NY-NJ"
34025,35620,"New York-Newark-Jersey City, NY-NJ"
34027,35620,"New York-Newark-Jersey City, NY-NJ"
34029,35620,"New York-Newark-Jersey City, NY-NJ"
34031,35620,"New York-Newark-Jersey City, NY-NJ"
34033,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
34035,35620,"New York-Newark-Jersey City, NY-NJ"
34037,35620,"New York-Newark-Jersey City, NY-NJ"
34039,35620,"New York-Newark-Jersey City, NY-NJ"
34041,10900,"Allentown-Bethlehem-Easton, PA-NJ"
35001,10740,"Albuquerque, NM"
35005,40740,"Roswell, NM"
35009,17580,"Clovis, NM"
35013,29740,"Las Cruces, NM"
35015,16100,"Carlsbad-Artesia, NM"
35017,43500,"Silver City, NM"
35025,26020,"Hobbs, NM"
35027,40760,"Ruidoso, NM"
35028,31060,"Los Alamos, NM"
35029,19700,"Deming, NM"
35031,23700,"Gallup, NM"
35033,29780,"Las Vegas, NM"
35035,10460,"Alamogordo, NM"
35039,21580,"Española, NM"
35041,17580,"Clovis, NM"
35043,10740,"Albuquerque, NM"
35045,22140,"Farmington, NM"
35047,29780,"Las Vegas, NM"
35049,42140,"Santa Fe, NM"
35055,45340,"Taos, NM"
35057,10740,"Albuquerque, NM"
35061,10740,"Albuquerque, NM"
36001,10580,"Albany-Schenectady-Troy, NY"
36005,35620,"New York-Newark-Jersey City, NY-NJ"
36007,13780,"Binghamton, NY"
36009,36460,"Olean, NY"
36011,12180,"Auburn, NY"
36013,27460,"Jamestown-Dunkirk, NY"
36015,21300,"Elmira, NY"
36019,38460,"Plattsburgh, NY"
36021,26460,"Hudson, NY"
36023,18660,"Cortland, NY"
36027,28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY"
36029,15380,"Buffalo-Cheektowaga, NY"
36035,24100,"Gloversville, NY"
36037,12860,"Batavia, NY"
36043,46540,"Utica-Rome, NY"
36045,48060,"Watertown-Fort Drum, NY"
36047,35620,"New York-Newark-Jersey City, NY-NJ"
36051,40380,"Rochester, NY"
36053,45060,"Syracuse, NY"
36055,40380,"Rochester, NY"
36057,11220,"Amsterdam, NY"
36059,35620,"New York-Newark-Jersey City, NY-NJ"
36061,35620,"New York-Newark-Jersey City, NY-NJ"
36063,15380,"Buffalo-Cheektowaga, NY"
36065,46540,"Utica-Rome, NY"
36067,45060,"Syracuse, NY"
36069,40380,"Rochester, NY"
36071,28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY"
36073,40380,"Rochester, NY"
36075,45060,"Syracuse, NY"
36077,36580,"Oneonta, NY"
36079,35620,"New York-Newark-Jersey City, NY-NJ"
36081,35620,"New York-Newark-Jersey City, NY-NJ"
36083,10580,"Albany-Schenectady-Troy, NY"
36085,35620,"New York-Newark-Jersey City, NY-NJ"
36087,35620,"New York-Newark-Jersey City, NY-NJ"
36089,32390,"Massena-Ogdensburg, NY"
36091,10580,"Albany-Schenectady-Troy, NY"
36093,10580,"Albany-Schenectady-Troy, NY"
36095,10580,"Albany-Schenectady-Troy, NY"
36099,42900,"Seneca Falls, NY"
36101,18500,"Corning, NY"
36103,35620,"New York-Newark-Jersey City, NY-NJ"
36105,33910,"Monticello, NY"
36107,13780,"Binghamton, NY"
36109,27060,"Ithaca, NY"
36111,28740,"Kingston, NY"
36113,24020,"Glens Falls, NY"
36115,24020,"Glens Falls, NY"
36117,40380,"Rochester, NY"
36119,35620,"New York-Newark-Jersey City, NY-NJ"
37001,15500,"Burlington, NC"
37003,25860,"Hickory-Lenoir-Morganton, NC"
37007,16740,"Charlotte-Concord-Gastonia, NC-SC"
37013,47820,"Washington, NC"
37019,48900,"Wilmington, NC"
37021,11700,"Asheville, NC"
37023,25860,"Hickory-Lenoir-Morganton, NC"
37025,16740,"Charlotte-Concord-Gastonia, NC-SC"
37027,25860,"Hickory-Lenoir-Morganton, NC"
37029,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC"
37031,33980,"Morehead City, NC"
37035,25860,"Hickory-Lenoir-Morganton, NC"
37037,20500,"Durham-Chapel Hill, NC"
37045,43140,"Shelby-Kings Mountain, NC"
37049,35100,"New Bern, NC"
37051,22180,"Fayetteville, NC"
37053,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC"
37055,28620,"Kill Devil Hills, NC"
37057,49180,"Winston-Salem, NC"
37059,49180,"Winston-Salem, NC"
37063,20500,"Durham-Chapel Hill, NC"
37065,40580,"Rocky Mount, NC"
37067,49180,"Winston-Salem, NC"
37069,39580,"Raleigh-Cary, NC"
37071,16740,"Charlotte-Concord-Gastonia, NC-SC"
37073,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC"
37081,24660,"Greensboro-High Point, NC"
37083,40260,"Roanoke Rapids, NC"
37085,11360,"Anderson Creek, NC"
37087,48200,"Waynesville, NC"
37089,11700,"Asheville, NC"
37093,22180,"Fayetteville, NC"
37097,16740,"Charlotte-Concord-Gastonia, NC-SC"
37101,39580,"Raleigh-Cary, NC"
37103,35100,"New Bern, NC"
37105,41820,"Sanford, NC"
37107,28820,"Kinston, NC"
37109,16740,"Charlotte-Concord-Gastonia, NC-SC"
37111,32000,"Marion, NC"
37115,11700,"Asheville, NC"
37119,16740,"Charlotte-Concord-Gastonia, NC-SC"
37125,38240,"Pinehurst-Southern Pines, NC"
37127,40580,"Rocky Mount, NC"
37129,48900,"Wilmington, NC"
37131,40260,"Roanoke Rapids, NC"
37133,27340,"Jacksonville, NC"
37135,20500,"Durham-Chapel Hill, NC"
37137,35100,"New Bern, NC"
37139,21020,"Elizabeth City, NC"
37141,48900,"Wilmington, NC"
37145,20500,"Durham-Chapel Hill, NC"
37147,24780,"Greenville, NC"
37151,24660,"Greensboro-High Point, NC"
37153,40460,"Rockingham, NC"
37155,31300,"Lumberton, NC"
37157,24660,"Greensboro-High Point, NC"
37159,16740,"Charlotte-Concord-Gastonia, NC-SC"
37161,22580,"Forest City, NC"
37165,29900,"Laurinburg, NC"
37167,10620,"Albemarle, NC"
37169,49180,"Winston-Salem, NC"
37171,34340,"Mount Airy, NC"
37175,14820,"Brevard, NC"
37179,16740,"Charlotte-Concord-Gastonia, NC-SC"
37181,25780,"Henderson, NC"
37183,39580,"Raleigh-Cary, NC"
37189,14380,"Boone, NC"
37191,24140,"Goldsboro, NC"
37193,35900,"North Wilkesboro, NC"
37195,48980,"Wilson, NC"
37197,49180,"Winston-Salem, NC"
38007,19860,"Dickinson, ND"
38015,13900,"Bismarck, ND"
38017,22020,"Fargo, ND-MN"
38025,19860,"Dickinson, ND"
38035,24220,"Grand Forks, ND-MN"
38049,33500,"Minot, ND"
38059,13900,"Bismarck, ND"
38065,13900,"Bismarck, ND"
38075,33500,"Minot, ND"
38077,47420,"Wahpeton, ND-MN"
38089,19860,"Dickinson, ND"
38093,27420,"Jamestown, ND"
38101,33500,"Minot, ND"
38105,48780,"Williston, ND"
39003,30620,"Lima, OH"
39005,11740,"Ashland, OH"
39007,17410,"Cleveland, OH"
39009,11900,"Athens, OH"
39011,47540,"Wapakoneta, OH"
39013,48540,"Wheeling, WV-OH"
39015,17140,"Cincinnati, OH-KY-IN"
39017,17140,"Cincinnati, OH-KY-IN"
39019,15940,"Canton-Massillon, OH"
39021,46500,"Urbana, OH"
39023,44220,"Springfield, OH"
39025,17140,"Cincinnati, OH-KY-IN"
39027,48940,"Wilmington, OH"
39029,41400,"Salem, OH"
39031,18740,"Coshocton, OH"
39033,15340,"Bucyrus, OH"
39035,17410,"Cleveland, OH"
39037,24820,"Greenville, OH"
39039,19580,"Defiance, OH"
39041,18140,"Columbus, OH"
39043,41780,"Sandusky, OH"
39045,18140,"Columbus, OH"
39047,47920,"Washington Court House, OH"
39049,18140,"Columbus, OH"
39051,45780,"Toledo, OH"
39053,23680,"Gallipolis, OH"
39055,17410,"Cleveland, OH"
39057,19430,"Dayton-Kettering-Beavercreek, OH"
39059,15740,"Cambridge, OH"
39061,17140,"Cincinnati, OH-KY-IN"
39063,22300,"Findlay, OH"
39073,18140,"Columbus, OH"
39077,35940,"Norwalk, OH"
39081,48260,"Weirton-Steubenville, WV-OH"
39083,34540,"Mount Vernon, OH"
39085,17410,"Cleveland, OH"
39087,26580,"Huntington-Ashland, WV-KY-OH"
39089,18140,"Columbus, OH"
39091,13340,"Bellefontaine, OH"
39093,17410,"Cleveland, OH"
39095,45780,"Toledo, OH"
39097,18140,"Columbus, OH"
39099,49660,"Youngstown-Warren, OH"
39101,32020,"Marion, OH"
39103,17410,"Cleveland, OH"
39107,16380,"Celina, OH"
39109,19430,"Dayton-Kettering-Beavercreek, OH"
39113,19430,"Dayton-Kettering-Beavercreek, OH"
39117,18140,"Columbus, OH"
39119,49780,"Zanesville, OH"
39123,41780,"Sandusky, OH"
39127,18140,"Columbus, OH"
39129,18140,"Columbus, OH"
39133,10420,"Akron, OH"
39139,31900,"Mansfield, OH"
39141,17060,"Chillicothe, OH"
39143,23380,"Fremont, OH"
39145,39020,"Portsmouth, OH"
39147,45660,"Tiffin, OH"
39149,43380,"Sidney, OH"
39151,15940,"Canton-Massillon, OH"
39153,10420,"Akron, OH"
39155,49660,"Youngstown-Warren, OH"
39157,35420,"New Philadelphia-Dover, OH"
39159,18140,"Columbus, OH"
39161,46780,"Van Wert, OH"
39165,17140,"Cincinnati, OH-KY-IN"
39167,31930,"Marietta, OH"
39169,49300,"Wooster, OH"
39173,45780,"Toledo, OH"
40009,21120,"Elk City, OK"
40013,20460,"Durant, OK"
40017,36420,"Oklahoma City, OK"
40019,11620,"Ardmore, OK"
40021,45140,"Tahlequah, OK"
40027,36420,"Oklahoma City, OK"
40031,30020,"Lawton, OK"
40033,30020,"Lawton, OK"
40037,46140,"Tulsa, OK"
40039,48220,"Weatherford, OK"
40047,21420,"Enid, OK"
40051,36420,"Oklahoma City, OK"
40065,11060,"Altus, OK"
40071,38620,"Ponca City, OK"
40081,36420,"Oklahoma City, OK"
40083,36420,"Oklahoma City, OK"
40087,36420,"Oklahoma City, OK"
40101,34780,"Muskogee, OK"
40109,36420,"Oklahoma City, OK"
40111,46140,"Tulsa, OK"
40113,46140,"Tulsa, OK"
40115,33060,"Miami, OK"
40117,46140,"Tulsa, OK"
40119,44660,"Stillwater, OK"
40121,32540,"McAlester, OK"
40123,10220,"Ada, OK"
40125,43060,"Shawnee, OK"
40131,46140,"Tulsa, OK"
40135,22900,"Fort Smith, AR-OK"
40137,20340,"Duncan, OK"
40139,25100,"Guymon, OK"
40143,46140,"Tulsa, OK"
40145,46140,"Tulsa, OK"
40147,12780,"Bartlesville, OK"
40149,48220,"Weatherford, OK"
40153,49260,"Woodward, OK"
41001,12520,"Baker City, OR"
41003,18700,"Corvallis, OR"
41005,38900,"Portland-Vancouver-Hillsboro, OR-WA"
41007,11820,"Astoria, OR"
41009,38900,"Portland-Vancouver-Hillsboro, OR-WA"
41011,18300,"Coos Bay-North Bend, OR"
41013,13460,"Bend, OR"
41015,15060,"Brookings, OR"
41017,13460,"Bend, OR"
41019,40700,"Roseburg, OR"
41027,26220,"Hood River, OR"
41029,32780,"Medford, OR"
41031,13460,"Bend, OR"
41033,24420,"Grants Pass, OR"
41035,28900,"Klamath Falls, OR"
41039,21660,"Eugene-Springfield, OR"
41041,35440,"Newport, OR"
41043,10540,"Albany, OR"
41045,36620,"Ontario, OR-ID"
41047,41420,"Salem, OR"
41049,25840,"Hermiston-Pendleton, OR"
41051,38900,"Portland-Vancouver-Hillsboro, OR-WA"
41053,41420,"Salem, OR"
41059,25840,"Hermiston-Pendleton, OR"
41061,29260,"La Grande, OR"
41065,45520,"The Dalles, OR"
41067,38900,"Portland-Vancouver-Hillsboro, OR-WA"
41071,38900,"Portland-Vancouver-Hillsboro, OR-WA"
42001,23900,"Gettysburg, PA"
42003,38300,"Pittsburgh, PA"
42005,38300,"Pittsburgh, PA"
42007,38300,"Pittsburgh, PA"
42011,39740,"Reading, PA"
42013,11020,"Altoona, PA"
42015,42380,"Sayre, PA"
42017,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42019,38300,"Pittsburgh, PA"
42021,27780,"Johnstown, PA"
42025,10900,"Allentown-Bethlehem-Easton, PA-NJ"
42027,44300,"State College, PA"
42029,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42033,20180,"DuBois, PA"
42035,30820,"Lock Haven, PA"
42037,14100,"Bloomsburg-Berwick, PA"
42039,32740,"Meadville, PA"
42041,25420,"Harrisburg-Carlisle, PA"
42043,25420,"Harrisburg-Carlisle, PA"
42045,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42047,41260,"St. Marys, PA"
42049,21500,"Erie, PA"
42051,38300,"Pittsburgh, PA"
42055,16540,"Chambersburg, PA"
42061,26500,"Huntingdon, PA"
42063,26860,"Indiana, PA"
42069,42540,"Scranton--Wilkes-Barre, PA"
42071,29540,"Lancaster, PA"
42073,38300,"Pittsburgh, PA"
42075,30140,"Lebanon, PA"
42077,10900,"Allentown-Bethlehem-Easton, PA-NJ"
42079,42540,"Scranton--Wilkes-Barre, PA"
42081,48700,"Williamsport, PA"
42083,14620,"Bradford, PA"
42085,25850,"Hermitage, PA"
42087,30380,"Lewistown, PA"
42089,20700,"East Stroudsburg, PA"
42091,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42093,44980,"Sunbury, PA"
42095,10900,"Allentown-Bethlehem-Easton, PA-NJ"
42097,44980,"Sunbury, PA"
42099,25420,"Harrisburg-Carlisle, PA"
42101,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42103,25770,"Hemlock Farms, PA"
42107,39060,"Pottsville, PA"
42109,42780,"Selinsgrove, PA"
42111,43740,"Somerset, PA"
42119,30260,"Lewisburg, PA"
42121,36340,"Oil City, PA"
42123,47620,"Warren, PA"
42125,38300,"Pittsburgh, PA"
42129,38300,"Pittsburgh, PA"
42131,42540,"Scranton--Wilkes-Barre, PA"
42133,49620,"York-Hanover, PA"
44001,39300,"Providence-Warwick, RI-MA"
44003,39300,"Providence-Warwick, RI-MA"
44005,39300,"Providence-Warwick, RI-MA"
44007,39300,"Providence-Warwick, RI-MA"
44009,39300,"Providence-Warwick, RI-MA"
45001,24940,"Greenwood, SC"
45003,12260,"Augusta-Richmond County, GA-SC"
45007,24860,"Greenville-Anderson-Greer, SC"
45013,25940,"Hilton Head Island-Bluffton-Port Royal, SC"
45015,16700,"Charleston-North Charleston, SC"
45017,17900,"Columbia, SC"
45019,16700,"Charleston-North Charleston, SC"
45021,23500,"Gaffney, SC"
45023,16740,"Charlotte-Concord-Gastonia, NC-SC"
45031,22500,"Florence, SC"
45035,16700,"Charleston-North Charleston, SC"
45037,12260,"Augusta-Richmond County, GA-SC"
45039,17900,"Columbia, SC"
45041,22500,"Florence, SC"
45043,34680,"Murrells Inlet, SC"
45045,24860,"Greenville-Anderson-Greer, SC"
45047,24940,"Greenwood, SC"
45051,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC"
45053,25940,"Hilton Head Island-Bluffton-Port Royal, SC"
45055,17900,"Columbia, SC"
45057,16740,"Charlotte-Concord-Gastonia, NC-SC"
45059,24860,"Greenville-Anderson-Greer, SC"
45063,17900,"Columbia, SC"
45071,35140,"Newberry, SC"
45073,42860,"Seneca, SC"
45075,36700,"Orangeburg, SC"
45077,24860,"Greenville-Anderson-Greer, SC"
45079,17900,"Columbia, SC"
45081,17900,"Columbia, SC"
45083,43900,"Spartanburg, SC"
45085,44940,"Sumter, SC"
45087,43900,"Spartanburg, SC"
45091,16740,"Charlotte-Concord-Gastonia, NC-SC"
46005,26700,"Huron, SD"
46011,15100,"Brookings, SD"
46013,10100,"Aberdeen, SD"
46027,46820,"Vermillion, SD"
46029,47980,"Watertown, SD"
46033,39660,"Rapid City, SD"
46035,33580,"Mitchell, SD"
46045,10100,"Aberdeen, SD"
46061,33580,"Mitchell, SD"
46065,38180,"Pierre, SD"
46081,43940,"Spearfish, SD"
46083,43620,"Sioux Falls, SD-MN"
46087,43620,"Sioux Falls, SD-MN"
46093,39660,"Rapid City, SD"
46099,43620,"Sioux Falls, SD-MN"
46103,39660,"Rapid City, SD"
46111,33580,"Mitchell, SD"
46117,38180,"Pierre, SD"
46125,43620,"Sioux Falls, SD-MN"
46127,43580,"Sioux City, IA-NE-SD"
46135,49460,"Yankton, SD"
47001,28940,"Knoxville, TN"
47003,43180,"Shelbyville, TN"
47009,28940,"Knoxville, TN"
47011,17420,"Cleveland, TN"
47013,28940,"Knoxville, TN"
47015,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47019,27740,"Johnson City, TN"
47021,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47023,27180,"Jackson, TN"
47029,35460,"Newport, TN"
47031,46100,"Tullahoma-Manchester, TN"
47033,27180,"Jackson, TN"
47035,18900,"Crossville, TN"
47037,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47043,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47045,20540,"Dyersburg, TN"
47047,32820,"Memphis, TN-MS-AR"
47051,49010,"Winchester, TN"
47053,27180,"Jackson, TN"
47057,28940,"Knoxville, TN"
47059,24620,"Greeneville, TN"
47063,34100,"Morristown, TN"
47065,16860,"Chattanooga, TN-GA"
47073,28700,"Kingsport-Bristol, TN-VA"
47079,37540,"Paris, TN"
47081,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47087,18260,"Cookeville, TN"
47089,34100,"Morristown, TN"
47093,28940,"Knoxville, TN"
47099,29980,"Lawrenceburg, TN"
47103,22190,"Fayetteville, TN"
47105,28940,"Knoxville, TN"
47107,11940,"Athens, TN"
47111,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47113,27180,"Jackson, TN"
47115,16860,"Chattanooga, TN-GA"
47117,30280,"Lewisburg, TN"
47119,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47121,11940,"Athens, TN"
47125,17300,"Clarksville, TN-KY"
47127,46100,"Tullahoma-Manchester, TN"
47129,28940,"Knoxville, TN"
47131,46460,"Union City, TN"
47133,18260,"Cookeville, TN"
47139,17420,"Cleveland, TN"
47141,18260,"Cookeville, TN"
47145,28940,"Knoxville, TN"
47147,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47149,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47153,16860,"Chattanooga, TN-GA"
47155,42940,"Sevierville, TN"
47157,32820,"Memphis, TN-MS-AR"
47159,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47161,17300,"Clarksville, TN-KY"
47163,28700,"Kingsport-Bristol, TN-VA"
47165,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47167,32820,"Memphis, TN-MS-AR"
47169,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47171,27740,"Johnson City, TN"
47173,28940,"Knoxville, TN"
47177,32660,"McMinnville, TN"
47179,27740,"Johnson City, TN"
47183,32280,"Martin, TN"
47185,18260,"Cookeville, TN"
47187,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47189,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
48001,37300,"Palestine, TX"
48003,11380,"Andrews, TX"
48005,31260,"Lufkin, TX"
48007,18580,"Corpus Christi, TX"
48009,48660,"Wichita Falls, TX"
48011,11100,"Amarillo, TX"
48013,41700,"San Antonio-New Braunfels, TX"
48015,26420,"Houston-Pasadena-The Woodlands, TX"
48019,41700,"San Antonio-New Braunfels, TX"
48021,12420,"Austin-Round Rock-San Marcos, TX"
48025,13300,"Beeville, TX"
48027,28660,"Killeen-Temple, TX"
48029,41700,"San Antonio-New Braunfels, TX"
48035,47380,"Waco, TX"
48037,45500,"Texarkana, TX-AR"
48039,26420,"Houston-Pasadena-The Woodlands, TX"
48041,17780,"College Station-Bryan, TX"
48047,10860,"Alice, TX"
48049,15220,"Brownwood, TX"
48051,17780,"College Station-Bryan, TX"
48055,12420,"Austin-Round Rock-San Marcos, TX"
48057,38920,"Port Lavaca, TX"
48059,10180,"Abilene, TX"
48061,15180,"Brownsville-Harlingen, TX"
48063,34420,"Mount Pleasant, TX"
48065,11100,"Amarillo, TX"
48071,26420,"Houston-Pasadena-The Woodlands, TX"
48073,27380,"Jacksonville, TX"
48077,48660,"Wichita Falls, TX"
48079,31180,"Lubbock, TX"
48085,19100,"Dallas-Fort Worth-Arlington, TX"
48091,41700,"San Antonio-New Braunfels, TX"
48097,23620,"Gainesville, TX"
48099,28660,"Killeen-Temple, TX"
48107,31180,"Lubbock, TX"
48113,19100,"Dallas-Fort Worth-Arlington, TX"
48117,25820,"Hereford, TX"
48121,19100,"Dallas-Fort Worth-Arlington, TX"
48135,36220,"Odessa, TX"
48139,19100,"Dallas-Fort Worth-Arlington, TX"
48141,21340,"El Paso, TX"
48143,44500,"Stephenville, TX"
48145,47380,"Waco, TX"
48147,14300,"Bonham, TX"
48153,38380,"Plainview, TX"
48157,26420,"Houston-Pasadena-The Woodlands, TX"
48167,26420,"Houston-Pasadena-The Woodlands, TX"
48169,31180,"Lubbock, TX"
48171,23240,"Fredericksburg, TX"
48175,47020,"Victoria, TX"
48179,37420,"Pampa, TX"
48181,43300,"Sherman-Denison, TX"
48183,30980,"Longview, TX"
48187,41700,"San Antonio-New Braunfels, TX"
48189,38380,"Plainview, TX"
48199,13140,"Beaumont-Port Arthur, TX"
48201,26420,"Houston-Pasadena-The Woodlands, TX"
48203,30980,"Longview, TX"
48209,12420,"Austin-Round Rock-San Marcos, TX"
48213,11980,"Athens, TX"
48215,32580,"McAllen-Edinburg-Mission, TX"
48219,31180,"Lubbock, TX"
48221,24180,"Granbury, TX"
48223,44860,"Sulphur Springs, TX"
48227,13700,"Big Spring, TX"
48229,21340,"El Paso, TX"
48231,19100,"Dallas-Fort Worth-Arlington, TX"
48233,14420,"Borger, TX"
48235,41660,"San Angelo, TX"
48245,13140,"Beaumont-Port Arthur, TX"
48249,10860,"Alice, TX"
48251,19100,"Dallas-Fort Worth-Arlington, TX"
48253,10180,"Abilene, TX"
48257,19100,"Dallas-Fort Worth-Arlington, TX"
48259,41700,"San Antonio-New Braunfels, TX"
48265,28500,"Kerrville, TX"
48273,28780,"Kingsville, TX"
48277,37580,"Paris, TX"
48281,28660,"Killeen-Temple, TX"
48291,26420,"Houston-Pasadena-The Woodlands, TX"
48303,31180,"Lubbock, TX"
48305,31180,"Lubbock, TX"
48309,47380,"Waco, TX"
48317,33260,"Midland, TX"
48321,13060,"Bay City, TX"
48323,20580,"Eagle Pass, TX"
48325,41700,"San Antonio-New Braunfels, TX"
48329,33260,"Midland, TX"
48339,26420,"Houston-Pasadena-The Woodlands, TX"
48341,20300,"Dumas, TX"
48343,34420,"Mount Pleasant, TX"
48347,34860,"Nacogdoches, TX"
48349,18620,"Corsicana, TX"
48353,45020,"Sweetwater, TX"
48355,18580,"Corpus Christi, TX"
48359,11100,"Amarillo, TX"
48361,13140,"Beaumont-Port Arthur, TX"
48363,33420,"Mineral Wells, TX"
48367,19100,"Dallas-Fort Worth-Arlington, TX"
48375,11100,"Amarillo, TX"
48381,11100,"Amarillo, TX"
48387,37580,"Paris, TX"
48389,45880,"Town of Pecos, TX"
48393,37420,"Pampa, TX"
48395,17780,"College Station-Bryan, TX"
48397,19100,"Dallas-Fort Worth-Arlington, TX"
48401,30980,"Longview, TX"
48407,26420,"Houston-Pasadena-The Woodlands, TX"
48409,18580,"Corpus Christi, TX"
48415,43660,"Snyder, TX"
48423,46340,"Tyler, TX"
48427,40100,"Rio Grande City-Roma, TX"
48439,19100,"Dallas-Fort Worth-Arlington, TX"
48441,10180,"Abilene, TX"
48449,34420,"Mount Pleasant, TX"
48451,41660,"San Angelo, TX"
48453,12420,"Austin-Round Rock-San Marcos, TX"
48459,30980,"Longview, TX"
48463,46620,"Uvalde, TX"
48465,19620,"Del Rio, TX"
48469,47020,"Victoria, TX"
48471,26660,"Huntsville, TX"
48473,26420,"Houston-Pasadena-The Woodlands, TX"
48477,14780,"Brenham, TX"
48479,29700,"Laredo, TX"
48481,20900,"El Campo, TX"
48485,48660,"Wichita Falls, TX"
48487,46900,"Vernon, TX"
48489,39700,"Raymondville, TX"
48491,12420,"Austin-Round Rock-San Marcos, TX"
48493,41700,"San Antonio-New Braunfels, TX"
48497,19100,"Dallas-Fort Worth-Arlington, TX"
48505,49820,"Zapata, TX"
49003,14940,"Brigham City, UT-ID"
49005,30860,"Logan, UT-ID"
49007,39220,"Price, UT"
49011,36260,"Ogden, UT"
49021,16260,"Cedar City, UT"
49023,39340,"Provo-Orem-Lehi, UT"
49029,36260,"Ogden, UT"
49033,21740,"Evanston, WY-UT"
49035,41620,"Salt Lake City-Murray, UT"
49043,25720,"Heber, UT"
49045,41620,"Salt Lake City-Murray, UT"
49047,46860,"Vernal, UT"
49049,39340,"Provo-Orem-Lehi, UT"
49051,25720,"Heber, UT"
49053,41100,"St. George, UT"
49057,36260,"Ogden, UT"
50003,13540,"Bennington, VT"
50007,15540,"Burlington-South Burlington, VT"
50011,15540,"Burlington-South Burlington, VT"
50013,15540,"Burlington-South Burlington, VT"
50017,30150,"Lebanon-Claremont, NH-VT"
50021,40860,"Rutland, VT"
50023,12740,"Barre, VT"
50025,14710,"Brattleboro, VT"
50027,30150,"Lebanon-Claremont, NH-VT"
51003,16820,"Charlottesville, VA"
51007,40060,"Richmond, VA"
51009,31340,"Lynchburg, VA"
51011,31340,"Lynchburg, VA"
51013,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51015,44420,"Staunton-Stuarts Draft, VA"
51019,31340,"Lynchburg, VA"
51023,40220,"Roanoke, VA"
51031,31340,"Lynchburg, VA"
51036,40060,"Richmond, VA"
51041,40060,"Richmond, VA"
51043,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51045,40220,"Roanoke, VA"
51047,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51053,40060,"Richmond, VA"
51059,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51061,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51063,13980,"Blacksburg-Christiansburg-Radford, VA"
51065,16820,"Charlottesville, VA"
51067,40220,"Roanoke, VA"
51069,49020,"Winchester, VA-WV"
51071,13980,"Blacksburg-Christiansburg-Radford, VA"
51073,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC"
51075,40060,"Richmond, VA"
51079,16820,"Charlottesville, VA"
51085,40060,"Richmond, VA"
51087,40060,"Richmond, VA"
51089,32300,"Martinsville, VA"
51093,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC"
51095,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC"
51097,40060,"Richmond, VA"
51101,40060,"Richmond, VA"
51107,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51115,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC"
51121,13980,"Blacksburg-Christiansburg-Radford, VA"
51125,16820,"Charlottesville, VA"
51127,40060,"Richmond, VA"
51137,29470,"Lake of the Woods, VA"
51143,19260,"Danville, VA"
51145,40060,"Richmond, VA"
51149,40060,"Richmond, VA"
51153,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51155,13980,"Blacksburg-Christiansburg-Radford, VA"
51157,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51161,40220,"Roanoke, VA"
51165,25500,"Harrisonburg, VA"
51169,28700,"Kingsport-Bristol, TN-VA"
