case_id,class,subclass,batch_file,index_in_batch,state,n_oris,oris,provenance_kind,mass_hint,evidence_chars
c-PA0063200-bernville,token_reporter,c,batches/batch_064.json,8,PA,1,PA0063200,,1.0,5190
c-PA0131600-weissport,token_reporter,c,batches/batch_064.json,9,PA,1,PA0131600,,1.0,5214
b2-KY1020100-livingston,published_zero,b2_cius,batches/batch_064.json,10,KY,1,KY1020100,full_year_nibrs_backed,0.0,5520
c-PA0221600-halifax,token_reporter,c,batches/batch_064.json,11,PA,1,PA0221600,,1.0,5204
c-PA0261100-everson,token_reporter,c,batches/batch_065.json,0,PA,1,PA0261100,,1.0,5174
b2-KY1140400-woodburn,published_zero,b2_cius,batches/batch_065.json,1,KY,1,KY1140400,full_year_nibrs_backed,0.0,5482
c-PA0371800-new-beaver,token_reporter,c,batches/batch_065.json,2,PA,1,PA0371800,,1.0,5204
c-PA0545000-reilly-township,token_reporter,c,batches/batch_065.json,3,PA,1,PA0545000,,1.0,5176
b2-LA0190300-wilson,published_zero,b2_cius,batches/batch_065.json,4,LA,1,LA0190300,full_year_nibrs_backed,0.0,5423
c-PA0580400-montrose,token_reporter,c,batches/batch_065.json,5,PA,1,PA0580400,,1.0,5272
a2-AL04901-hamilton,ambiguous_twin,a2,batches/batch_065.json,6,AL,2,AL0490100|AL049015A,,4.0,6066
c-PA0635000-west-pike-run,token_reporter,c,batches/batch_065.json,7,PA,1,PA0635000,,1.0,5218
b2-LA0600900-heflin,published_zero,b2_cius,batches/batch_065.json,8,LA,1,LA0600900,full_year_nibrs_backed,0.0,5325
c-PA0654200-west-leechburg,token_reporter,c,batches/batch_065.json,9,PA,1,PA0654200,,1.0,5121
c-TX0290100-point-comfort,token_reporter,c,batches/batch_065.json,10,TX,1,TX0290100,,1.0,5332
c-TX0912100-tioga,token_reporter,c,batches/batch_065.json,11,TX,1,TX0912100,,1.0,5264
b2-MA0022500-savoy,published_zero,b2_cius,batches/batch_066.json,0,MA,1,MA0022500,full_year_nibrs_backed,0.0,5311
c-TX0912300-tom-bean,token_reporter,c,batches/batch_066.json,1,TX,1,TX0912300,,1.0,5314
c-TX1800100-vega,token_reporter,c,batches/batch_066.json,2,TX,1,TX1800100,,1.0,5192
b2-MA0060500-colrain,published_zero,b2_cius,batches/batch_066.json,3,MA,1,MA0060500,full_year_nibrs_backed,0.0,5115
c-TX2340200-edgewood,token_reporter,c,batches/batch_066.json,4,TX,1,TX2340200,,1.0,5320
a2-CA01399-highway-patrol-el,ambiguous_twin,a2,batches/batch_066.json,5,CA,3,CA0139925|CA0139920|CA0139926,,4.0,6410
c-AR0030500-norfork,token_reporter,c,batches/batch_066.json,6,AR,1,AR0030500,,0.5,5253
b2-MA0071400-montgomery,published_zero,b2_cius,batches/batch_066.json,7,MA,1,MA0071400,full_year_nibrs_backed,0.0,5078
c-IL0140600-albers,token_reporter,c,batches/batch_066.json,8,IL,1,IL0140600,,0.5,5269
c-IL0921900-henning,token_reporter,c,batches/batch_066.json,9,IL,1,IL0921900,,0.5,5352
b2-MI2755500-marenisco-township,published_zero,b2_cius,batches/batch_066.json,10,MI,1,MI2755500,full_year_nibrs_backed,0.0,5536
c-KY0360400-wayland,token_reporter,c,batches/batch_066.json,11,KY,1,KY0360400,,0.5,5368
c-KY0430200-caneyville,token_reporter,c,batches/batch_067.json,0,KY,1,KY0430200,,0.5,5307
b2-MI3264400-owendale,published_zero,b2_cius,batches/batch_067.json,1,MI,1,MI3264400,full_year_nibrs_backed,0.0,5517
c-KY0430300-clarkson,token_reporter,c,batches/batch_067.json,2,KY,1,KY0430300,,0.5,5324
a2-CA04899-highway-patrol-solano,ambiguous_twin,a2,batches/batch_067.json,3,CA,3,CA0489965|CA0489901|CA0489966,,4.0,6365
c-KY0950000-owsley,token_reporter,c,batches/batch_067.json,4,KY,1,KY0950000,,0.5,5243
b2-MI3266600-pigeon,published_zero,b2_cius,batches/batch_067.json,5,MI,1,MI3266600,full_year_nibrs_backed,0.0,5459
c-KY0950100-booneville,token_reporter,c,batches/batch_067.json,6,KY,1,KY0950100,,0.5,5352
c-MN0170500-westbrook,token_reporter,c,batches/batch_067.json,7,MN,1,MN0170500,,0.5,5311
b2-MN0010200-mcgregor,published_zero,b2_cius,batches/batch_067.json,8,MN,1,MN0010200,full_year_nibrs_backed,0.0,5448
c-MS0610900-puckett,token_reporter,c,batches/batch_067.json,9,MS,1,MS0610900,,0.5,5116
c-NY0022200-andover-village,token_reporter,c,batches/batch_067.json,10,NY,1,NY0022200,,0.5,5247
c-OK0572300-wynona,token_reporter,c,batches/batch_067.json,11,OK,1,OK0572300,,0.5,5327
b2-MN0181300-cuyuna,published_zero,b2_cius,batches/batch_068.json,0,MN,1,MN0181300,full_year_nibrs_backed,0.0,5328
c-PA0031100-rural-valley,token_reporter,c,batches/batch_068.json,1,PA,1,PA0031100,,0.5,5209
a2-CA03099-highway-patrol-westminster,ambiguous_twin,a2,batches/batch_068.json,2,CA,3,CA0309970|CA0309975|CA0309990,,3.0,6352
c-PA0542800-tower-city,token_reporter,c,batches/batch_068.json,3,PA,1,PA0542800,,0.5,5390
b2-MN0230500-rushford,published_zero,b2_cius,batches/batch_068.json,4,MN,1,MN0230500,full_year_nibrs_backed,0.0,5441
c-PA0544500-walker-township,token_reporter,c,batches/batch_068.json,5,PA,1,PA0544500,,0.5,5203
c-PA0561100-jennerstown,token_reporter,c,batches/batch_068.json,6,PA,1,PA0561100,,0.5,5224
b2-MN0250400-kenyon,published_zero,b2_cius,batches/batch_068.json,7,MN,1,MN0250400,full_year_nibrs_backed,0.0,5471
c-PA0652900-avonmore-boro,token_reporter,c,batches/batch_068.json,8,PA,1,PA0652900,,0.5,5258
c-SC0450500-lane,token_reporter,c,batches/batch_068.json,9,SC,1,SC0450500,,0.5,5322
b2-MN0280500-hokah,published_zero,b2_cius,batches/batch_068.json,10,MN,1,MN0280500,full_year_nibrs_backed,0.0,5492
c-AL0420400-hillsboro,token_reporter,c,batches/batch_068.json,11,AL,1,AL0420400,,0.0,5308
c-AL0530000-perry,token_reporter,c,batches/batch_069.json,0,AL,1,AL0530000,,0.0,5244
a2-IL04501-aurora,ambiguous_twin,a2,batches/batch_069.json,1,IL,2,IL0450100|IL045019E,,2.0,6155
b2-MN0720500-henderson,published_zero,b2_cius,batches/batch_069.json,2,MN,1,MN0720500,full_year_nibrs_backed,0.0,5366
c-AR063019E-ar063019e,token_reporter,c,batches/batch_069.json,3,AR,1,AR063019E,,0.0,4953
c-GA0190300-leary,token_reporter,c,batches/batch_069.json,4,GA,1,GA0190300,,0.0,5301
b2-MN0800200-sebeka,published_zero,b2_cius,batches/batch_069.json,5,MN,1,MN0800200,full_year_nibrs_backed,0.0,5419
c-GA0810400-bartow,token_reporter,c,batches/batch_069.json,6,GA,1,GA0810400,,0.0,5324
c-GA0810500-stapleton,token_reporter,c,batches/batch_069.json,7,GA,1,GA0810500,,0.0,5323
b2-MO0050700-washburn,published_zero,b2_cius,batches/batch_069.json,8,MO,1,MO0050700,full_year_nibrs_backed,0.0,5454
c-GA0850200-milner,token_reporter,c,batches/batch_069.json,9,GA,1,GA0850200,,0.0,5248
c-GA1100400-braswell,token_reporter,c,batches/batch_069.json,10,GA,1,GA1100400,,0.0,5365
b2-MO0191200-east-lynne,published_zero,b2_cius,batches/batch_069.json,11,MO,1,MO0191200,full_year_nibrs_backed,0.0,5440
c-IA0090100-sumner,token_reporter,c,batches/batch_070.json,0,IA,1,IA0090100,,0.0,5195
a2-OK03601-blackwell,ambiguous_twin,a2,batches/batch_070.json,1,OK,2,OK0360100|OK036015A,,2.0,6207
c-IA0520600-university-heights,token_reporter,c,batches/batch_070.json,2,IA,1,IA0520600,,0.0,5261
c-IA0540100-sigourney,token_reporter,c,batches/batch_070.json,3,IA,1,IA0540100,,0.0,5282
b2-MO0270400-prairie-home,published_zero,b2_cius,batches/batch_070.json,4,MO,1,MO0270400,full_year_nibrs_backed,0.0,5381
c-IA0820800-princeton,token_reporter,c,batches/batch_070.json,5,IA,1,IA0820800,,0.0,5287
c-IL0190600-waterman,token_reporter,c,batches/batch_070.json,6,IL,1,IL0190600,,0.0,5256
b2-MO0470400-arcadia,published_zero,b2_cius,batches/batch_070.json,7,MO,1,MO0470400,full_year_nibrs_backed,0.0,5352
c-IL0440200-goreville,token_reporter,c,batches/batch_070.json,8,IL,1,IL0440200,,0.0,5310
c-IL0510200-lawrenceville,token_reporter,c,batches/batch_070.json,9,IL,1,IL0510200,,0.0,5330
b2-MO0540700-waverly,published_zero,b2_cius,batches/batch_070.json,10,MO,1,MO0540700,full_year_nibrs_backed,0.0,5433
c-IL0562500-bull-valley,token_reporter,c,batches/batch_070.json,11,IL,1,IL0562500,,0.0,5297
a2-CA05299-highway-patrol-red,ambiguous_twin,a2,batches/batch_071.json,0,CA,2,CA0529930|CA0529931,,1.0,5711
c-IL0601000-livingston,token_reporter,c,batches/batch_071.json,1,IL,1,IL0601000,,0.0,5258
b2-MO0540900-napoleon,published_zero,b2_cius,batches/batch_071.json,2,MO,1,MO0540900,full_year_nibrs_backed,0.0,5443
c-IL0610900-patoka,token_reporter,c,batches/batch_071.json,3,IL,1,IL0610900,,0.0,5225
c-IL0792100-ellis-grove,token_reporter,c,batches/batch_071.json,4,IL,1,IL0792100,,0.0,5245
b2-MO0830300-platte-woods,published_zero,b2_cius,batches/batch_071.json,5,MO,1,MO0830300,full_year_nibrs_backed,0.0,5404
c-IL0921600-sidell,token_reporter,c,batches/batch_071.json,6,IL,1,IL0921600,,0.0,5355
c-IL0921800-fithian,token_reporter,c,batches/batch_071.json,7,IL,1,IL0921800,,0.0,5361
b2-MO0980600-emma,published_zero,b2_cius,batches/batch_071.json,8,MO,1,MO0980600,full_year_nibrs_backed,0.0,5324
c-IL0922000-indianola,token_reporter,c,batches/batch_071.json,9,IL,1,IL0922000,,0.0,5373
a2-AL02001-sheffield,ambiguous_twin,a2,batches/batch_071.json,10,AL,2,AL0200100|AL020015A,,0.0,6421
c-IN0010000-adams,token_reporter,c,batches/batch_071.json,11,IN,1,IN0010000,,0.0,5272
b2-MO1050300-reeds-spring,published_zero,b2_cius,batches/batch_072.json,0,MO,1,MO1050300,full_year_nibrs_backed,0.0,5447
c-IN0740600-chrisney,token_reporter,c,batches/batch_072.json,1,IN,1,IN0740600,,0.0,5166
c-KS0010300-moran,token_reporter,c,batches/batch_072.json,2,KS,1,KS0010300,,0.0,5280
b2-MS0610900-puckett,published_zero,b2_cius,batches/batch_072.json,3,MS,1,MS0610900,full_year_nibrs_backed,0.0,5282
c-KS0160400-waverly,token_reporter,c,batches/batch_072.json,4,KS,1,KS0160400,,0.0,5322
c-KS0290200-bucklin,token_reporter,c,batches/batch_072.json,5,KS,1,KS0290200,,0.0,5299
c-KS0290300-spearville,token_reporter,c,batches/batch_072.json,6,KS,1,KS0290300,,0.0,5356
b2-NB0140300-laurel,published_zero,b2_cius,batches/batch_072.json,7,NE,1,NB0140300,full_year_nibrs_backed,0.0,5355
c-KS0350300-montezuma,token_reporter,c,batches/batch_072.json,8,KS,1,KS0350300,,0.0,5283
a2-AL05401-aliceville,ambiguous_twin,a2,batches/batch_072.json,9,AL,2,AL0540100|AL054015A,,0.0,6431
c-KS0440300-meriden,token_reporter,c,batches/batch_072.json,10,KS,1,KS0440300,,0.0,5296
b2-NH0033000-roxbury,published_zero,b2_cius,batches/batch_072.json,11,NH,1,NH0033000,full_year_nibrs_backed,0.0,5415
c-KS0720100-delphos,token_reporter,c,batches/batch_073.json,0,KS,1,KS0720100,,0.0,5269
c-KS0850200-assaria,token_reporter,c,batches/batch_073.json,1,KS,1,KS0850200,,0.0,5275
b2-NH0057400-warren,published_zero,b2_cius,batches/batch_073.json,2,NH,1,NH0057400,full_year_nibrs_backed,0.0,5388
c-KS0930200-st-john,token_reporter,c,batches/batch_073.json,3,KS,1,KS0930200,,0.0,5420
c-KY0110300-perryville,token_reporter,c,batches/batch_073.json,4,KY,1,KY0110300,,0.0,5392
b2-NH0101000-goshen,published_zero,b2_cius,batches/batch_073.json,5,NH,1,NH0101000,full_year_nibrs_backed,0.0,5398
c-KY0360200-wheelwright,token_reporter,c,batches/batch_073.json,6,KY,1,KY0360200,,0.0,5398
c-KY0360500-allen,token_reporter,c,batches/batch_073.json,7,KY,1,KY0360500,,0.0,5226
a2-AR02815-state-park-crowley,ambiguous_twin,a2,batches/batch_073.json,8,AR,2,AR0281500|AR028150X,,0.0,6118
b2-NY0022200-andover-village,published_zero,b2_cius,batches/batch_073.json,9,NY,1,NY0022200,zero_month_submission,0.0,5360
c-KY0480400-lynch,token_reporter,c,batches/batch_073.json,10,KY,1,KY0480400,,0.0,5265
c-KY0520400-campbellsburg,token_reporter,c,batches/batch_073.json,11,KY,1,KY0520400,,0.0,5289
b2-NY0082000-afton-village,published_zero,b2_cius,batches/batch_074.json,0,NY,1,NY0082000,zero_month_submission,0.0,5400
c-KY0561400-woodlawn-park,token_reporter,c,batches/batch_074.json,1,KY,1,KY0561400,,0.0,5287
c-KY0660100-hyden,token_reporter,c,batches/batch_074.json,2,KY,1,KY0660100,,0.0,5363
b2-NY0182500-corfu-village,published_zero,b2_cius,batches/batch_074.json,3,NY,1,NY0182500,zero_month_submission,0.0,5314
c-KY0690300-crab-orchard,token_reporter,c,batches/batch_074.json,4,KY,1,KY0690300,,0.0,5406
c-KY0960200-butler,token_reporter,c,batches/batch_074.json,5,KY,1,KY0960200,,0.0,5236
c-KY0980200-elkhorn-city,token_reporter,c,batches/batch_074.json,6,KY,1,KY0980200,,0.0,5405
b2-NY0222500-glen-park-village,published_zero,b2_cius,batches/batch_074.json,7,NY,1,NY0222500,zero_month_submission,0.0,5447
a2-CA02999-highway-patrol-grass,ambiguous_twin,a2,batches/batch_074.json,8,CA,3,CA0299930|CA0299922|CA0299923,,0.0,6673
c-KY1000300-eubank,token_reporter,c,batches/batch_074.json,9,KY,1,KY1000300,,0.0,5379
c-KY1020100-livingston,token_reporter,c,batches/batch_074.json,10,KY,1,KY1020100,,0.0,5400
b2-NY0294700-centre-island-village,published_zero,b2_cius,batches/batch_074.json,11,NY,1,NY0294700,zero_month_submission,0.0,5440
c-KY1140400-woodburn,token_reporter,c,batches/batch_075.json,0,KY,1,KY1140400,,0.0,5362
c-LA0190300-wilson,token_reporter,c,batches/batch_075.json,1,LA,1,LA0190300,,0.0,5330
b2-NY0503400-north-hornell-village,published_zero,b2_cius,batches/batch_075.json,2,NY,1,NY0503400,zero_month_submission,0.0,5352
c-MA0022500-savoy,token_reporter,c,batches/batch_075.json,3,MA,1,MA0022500,,0.0,5219
c-MA0071400-montgomery,token_reporter,c,batches/batch_075.json,4,MA,1,MA0071400,,0.0,5109
b2-NY0582100-wolcott-village,published_zero,b2_cius,batches/batch_075.json,5,NY,1,NY0582100,zero_month_submission,0.0,5393
c-ME0151700-milbridge,token_reporter,c,batches/batch_075.json,6,ME,1,ME0151700,,0.0,5378
a2-CA03199-highway-patrol-auburn,ambiguous_twin,a2,batches/batch_075.json,7,CA,2,CA0319920|CA0319921,,0.0,5929
c-MI2755500-marenisco-township,token_reporter,c,batches/batch_075.json,8,MI,1,MI2755500,,0.0,5427
b2-OK0200400-butler,published_zero,b2_cius,batches/batch_075.json,9,OK,1,OK0200400,full_year_nibrs_backed,0.0,5447
c-MI3264400-owendale,token_reporter,c,batches/batch_075.json,10,MI,1,MI3264400,,0.0,5397
c-MI3266600-pigeon,token_reporter,c,batches/batch_075.json,11,MI,1,MI3266600,,0.0,5369
b2-OK0270700-nash,published_zero,b2_cius,batches/batch_076.json,0,OK,1,OK0270700,full_year_nibrs_backed,0.0,5419
c-MN0010200-mcgregor,token_reporter,c,batches/batch_076.json,1,MN,1,MN0010200,,0.0,5347
c-MN0181300-cuyuna,token_reporter,c,batches/batch_076.json,2,MN,1,MN0181300,,0.0,5232
b2-PA0031000-parks-township,published_zero,b2_cius,batches/batch_076.json,3,PA,1,PA0031000,zero_month_submission,0.0,5345
c-MN0230500-rushford,token_reporter,c,batches/batch_076.json,4,MN,1,MN0230500,,0.0,5343
a2-CA03899-highway-patrol-san,ambiguous_twin,a2,batches/batch_076.json,5,CA,2,CA0389935|CA0389921,,0.0,5982
c-MN0280100-caledonia,token_reporter,c,batches/batch_076.json,6,MN,1,MN0280100,,0.0,5408
b2-PA0032000-west-kittanning,published_zero,b2_cius,batches/batch_076.json,7,PA,1,PA0032000,zero_month_submission,0.0,5379
c-MN0280500-hokah,token_reporter,c,batches/batch_076.json,8,MN,1,MN0280500,,0.0,5372
c-MN0720500-henderson,token_reporter,c,batches/batch_076.json,9,MN,1,MN0720500,,0.0,5278
c-MN0800200-sebeka,token_reporter,c,batches/batch_076.json,10,MN,1,MN0800200,,0.0,5315
b2-PA0044900-south-heights,published_zero,b2_cius,batches/batch_076.json,11,PA,1,PA0044900,zero_month_submission,0.0,5390
c-MO0050700-washburn,token_reporter,c,batches/batch_077.json,0,MO,1,MO0050700,,0.0,5334
c-MO0191200-east-lynne,token_reporter,c,batches/batch_077.json,1,MO,1,MO0191200,,0.0,5328
b2-PA0102900-harrisville,published_zero,b2_cius,batches/batch_077.json,2,PA,1,PA0102900,contradicted_by_srs,0.0,5248
c-MO0270400-prairie-home,token_reporter,c,batches/batch_077.json,3,MO,1,MO0270400,,0.0,5293
a2-CA04499-highway-patrol-santa,ambiguous_twin,a2,batches/batch_077.json,4,CA,2,CA0449920|CA0449909,,0.0,5999
c-MO0540700-waverly,token_reporter,c,batches/batch_077.json,5,MO,1,MO0540700,,0.0,5321
b2-PA0103000-prospect,published_zero,b2_cius,batches/batch_077.json,6,PA,1,PA0103000,zero_month_submission,0.0,5286
c-MO0540900-napoleon,token_reporter,c,batches/batch_077.json,7,MO,1,MO0540900,,0.0,5331
c-MO0830300-platte-woods,token_reporter,c,batches/batch_077.json,8,MO,1,MO0830300,,0.0,5307
b2-PA0111900-blacklick-township,published_zero,b2_cius,batches/batch_077.json,9,PA,1,PA0111900,contradicted_by_srs,0.0,5255
c-MO0980600-emma,token_reporter,c,batches/batch_077.json,10,MO,1,MO0980600,,0.0,5232
c-MO1050300-reeds-spring,token_reporter,c,batches/batch_077.json,11,MO,1,MO1050300,,0.0,5346
b2-PA0113500-loretto,published_zero,b2_cius,batches/batch_078.json,0,PA,1,PA0113500,zero_month_submission,0.0,5332
c-MS0610200-pearl,token_reporter,c,batches/batch_078.json,1,MS,1,MS0610200,,0.0,5112
c-MS0630000-sharkey,token_reporter,c,batches/batch_078.json,2,MS,1,MS0630000,,0.0,5139
a2-CA05099-highway-patrol-modesto,ambiguous_twin,a2,batches/batch_078.json,3,CA,2,CA0509965|CA0509912,,0.0,5978
b2-PA0131200-beaver-meadows,published_zero,b2_cius,batches/batch_078.json,4,PA,1,PA0131200,zero_month_submission,0.0,5390
c-MT0060000-carter,token_reporter,c,batches/batch_078.json,5,MT,1,MT0060000,,0.0,5299
c-NB0140300-laurel,token_reporter,c,batches/batch_078.json,6,NE,1,NB0140300,,0.0,5278
b2-PA0155300-west-nottingham-township,published_zero,b2_cius,batches/batch_078.json,7,PA,1,PA0155300,zero_month_submission,0.0,5428
c-NH0033000-roxbury,token_reporter,c,batches/batch_078.json,8,NH,1,NH0033000,,0.0,5311
c-NH0057400-warren,token_reporter,c,batches/batch_078.json,9,NH,1,NH0057400,,0.0,5303
b2-PA0261500-luzerne-township,published_zero,b2_cius,batches/batch_078.json,10,PA,1,PA0261500,contradicted_by_srs,0.0,5262
c-NY0082000-afton-village,token_reporter,c,batches/batch_078.json,11,NY,1,NY0082000,,0.0,5285
c-NY0132800-millbrook-village,token_reporter,c,batches/batch_079.json,0,NY,1,NY0132800,,0.0,5249
c-NY0182500-corfu-village,token_reporter,c,batches/batch_079.json,1,NY,1,NY0182500,,0.0,5212
b2-PA0320200-homer-city,published_zero,b2_cius,batches/batch_079.json,2,PA,1,PA0320200,zero_month_submission,0.0,5375
a2-CA05699-highway-patrol-ventura,ambiguous_twin,a2,batches/batch_079.json,3,CA,4,CA0569965|CA0569910|CA0569966|CA0569970,,0.0,7370
c-NY0222500-glen-park-village,token_reporter,c,batches/batch_079.json,4,NY,1,NY0222500,,0.0,5325
c-NY0503400-north-hornell-village,token_reporter,c,batches/batch_079.json,5,NY,1,NY0503400,,0.0,5250
b2-PA0320500-cherry-tree,published_zero,b2_cius,batches/batch_079.json,6,PA,1,PA0320500,zero_month_submission,0.0,5408
c-NY0582100-wolcott-village,token_reporter,c,batches/batch_079.json,7,NY,1,NY0582100,,0.0,5274
c-OH0530200-pomeroy,token_reporter,c,batches/batch_079.json,8,OH,1,OH0530200,,0.0,5399
b2-PA0351700-mayfield,published_zero,b2_cius,batches/batch_079.json,9,PA,1,PA0351700,zero_month_submission,0.0,5363
c-OK0200400-butler,token_reporter,c,batches/batch_079.json,10,OK,1,OK0200400,,0.0,5335
c-OK0270700-nash,token_reporter,c,batches/batch_079.json,11,OK,1,OK0270700,,0.0,5299
b2-PA0372100-little-beaver-township,published_zero,b2_cius,batches/batch_080.json,0,PA,1,PA0372100,zero_month_submission,0.0,5362
a2-ID00101-boise,ambiguous_twin,a2,batches/batch_080.json,1,ID,2,ID0010100|ID001015A,,0.0,6536
c-OK0680600-gans,token_reporter,c,batches/batch_080.json,2,OK,1,OK0680600,,0.0,5346
c-PA0031000-parks-township,token_reporter,c,batches/batch_080.json,3,PA,1,PA0031000,,0.0,5242
b2-PA0482800-walnutport,published_zero,b2_cius,batches/batch_080.json,4,PA,1,PA0482800,contradicted_by_srs,0.0,5266
c-PA0032000-west-kittanning,token_reporter,c,batches/batch_080.json,5,PA,1,PA0032000,,0.0,5295
c-PA0033100-southern-armstrong-regio,token_reporter,c,batches/batch_080.json,6,PA,1,PA0033100,,0.0,5004
b2-PA0544200-north-union-township,published_zero,b2_cius,batches/batch_080.json,7,PA,1,PA0544200,zero_month_submission,0.0,5382
c-PA0044900-south-heights,token_reporter,c,batches/batch_080.json,8,PA,1,PA0044900,,0.0,5295
c-PA0102900-harrisville,token_reporter,c,batches/batch_080.json,9,PA,1,PA0102900,,0.0,5260
b2-PA0544700-branch-township,published_zero,b2_cius,batches/batch_080.json,10,PA,1,PA0544700,zero_month_submission,0.0,5358
c-PA0103000-prospect,token_reporter,c,batches/batch_080.json,11,PA,1,PA0103000,,0.0,5167
a2-KY03701-frankfort,ambiguous_twin,a2,batches/batch_081.json,0,KY,2,KY0370100|KY037015A,,0.0,6341
c-PA0111900-blacklick-township,token_reporter,c,batches/batch_081.json,1,PA,1,PA0111900,,0.0,5281
c-PA0113500-loretto,token_reporter,c,batches/batch_081.json,2,PA,1,PA0113500,,0.0,5233
b2-PA0560100-meyersdale,published_zero,b2_cius,batches/batch_081.json,3,PA,1,PA0560100,zero_month_submission,0.0,5375
c-PA0131200-beaver-meadows,token_reporter,c,batches/batch_081.json,4,PA,1,PA0131200,,0.0,5284
c-PA0155300-west-nottingham-township,token_reporter,c,batches/batch_081.json,5,PA,1,PA0155300,,0.0,5317
b2-PA0560500-boswell,published_zero,b2_cius,batches/batch_081.json,6,PA,1,PA0560500,zero_month_submission,0.0,5324
c-PA0261500-luzerne-township,token_reporter,c,batches/batch_081.json,7,PA,1,PA0261500,,0.0,5271
c-PA0320200-homer-city,token_reporter,c,batches/batch_081.json,8,PA,1,PA0320200,,0.0,5272
b2-PA0561700-indian-lake,published_zero,b2_cius,batches/batch_081.json,9,PA,1,PA0561700,zero_month_submission,0.0,5399
c-PA0320500-cherry-tree,token_reporter,c,batches/batch_081.json,10,PA,1,PA0320500,,0.0,5286
a2-KY03703-park-security,ambiguous_twin,a2,batches/batch_081.json,11,KY,2,KY0370300|KY037035Y,,0.0,6375
c-PA0351700-mayfield,token_reporter,c,batches/batch_082.json,0,PA,1,PA0351700,,0.0,5271
b2-PA0561800-rockwood,published_zero,b2_cius,batches/batch_082.json,1,PA,1,PA0561800,zero_month_submission,0.0,5348
c-PA0353500-carbondale-township,token_reporter,c,batches/batch_082.json,2,PA,1,PA0353500,,0.0,5214
c-PA0372100-little-beaver-township,token_reporter,c,batches/batch_082.json,3,PA,1,PA0372100,,0.0,5278
b2-PA0562600-summit-township,published_zero,b2_cius,batches/batch_082.json,4,PA,1,PA0562600,zero_month_submission,0.0,5375
c-PA0450100-delaware-water-gap,token_reporter,c,batches/batch_082.json,5,PA,1,PA0450100,,0.0,5294
c-PA0482800-walnutport,token_reporter,c,batches/batch_082.json,6,PA,1,PA0482800,,0.0,5281
b2-PA0591700-osceola-township,published_zero,b2_cius,batches/batch_082.json,7,PA,1,PA0591700,zero_month_submission,0.0,5333
c-PA0544200-north-union-township,token_reporter,c,batches/batch_082.json,8,PA,1,PA0544200,,0.0,5290
c-PA0544700-branch-township,token_reporter,c,batches/batch_082.json,9,PA,1,PA0544700,,0.0,5266
a2-MA00704-springfield,ambiguous_twin,a2,batches/batch_082.json,10,MA,2,MA007049E|MA0070400,,0.0,6338
b2-SC0130400-mcbee,published_zero,b2_cius,batches/batch_082.json,11,SC,1,SC0130400,full_year_nibrs_backed,0.0,5332
c-PA0560100-meyersdale,token_reporter,c,batches/batch_083.json,0,PA,1,PA0560100,,0.0,5272
c-PA0560500-boswell,token_reporter,c,batches/batch_083.json,1,PA,1,PA0560500,,0.0,5240
b2-TX0030600-angelina-college,published_zero,b2_cius,batches/batch_083.json,2,TX,1,TX0030600,full_year_nibrs_backed,0.0,5559
c-PA0561700-indian-lake,token_reporter,c,batches/batch_083.json,3,PA,1,PA0561700,,0.0,5285
c-PA0561800-rockwood,token_reporter,c,batches/batch_083.json,4,PA,1,PA0561800,,0.0,5253
c-PA0562600-summit-township,token_reporter,c,batches/batch_083.json,5,PA,1,PA0562600,,0.0,5264
b2-TX0191400-texarkana-college,published_zero,b2_cius,batches/batch_083.json,6,TX,1,TX0191400,full_year_nibrs_backed,0.0,5515
c-PA0591700-osceola-township,token_reporter,c,batches/batch_083.json,7,PA,1,PA0591700,,0.0,5227
c-SC0130400-mcbee,token_reporter,c,batches/batch_083.json,8,SC,1,SC0130400,,0.0,5255
a2-MA00901-acton,ambiguous_twin,a2,batches/batch_083.json,9,MA,2,MA0090100|MA009019E,,0.0,6440
b2-TX0201700-alvin-community-college,published_zero,b2_cius,batches/batch_083.json,10,TX,1,TX0201700,full_year_nibrs_backed,0.0,5699
c-SC0210700-quinby,token_reporter,c,batches/batch_083.json,11,SC,1,SC0210700,,0.0,5407
c-TX0550000-culberson,token_reporter,c,batches/batch_084.json,0,TX,1,TX0550000,,0.0,5221
b2-TX0313300-indian-lake,published_zero,b2_cius,batches/batch_084.json,1,TX,1,TX0313300,full_year_nibrs_backed,0.0,5287
c-TX0730300-rosebud,token_reporter,c,batches/batch_084.json,2,TX,1,TX0730300,,0.0,5249
c-TX0740400-savoy,token_reporter,c,batches/batch_084.json,3,TX,1,TX0740400,,0.0,5269
b2-TX0730300-rosebud,published_zero,b2_cius,batches/batch_084.json,4,TX,1,TX0730300,full_year_nibrs_backed,0.0,5338
c-TX0780000-foard,token_reporter,c,batches/batch_084.json,5,TX,1,TX0780000,,0.0,5277
c-TX0780100-crowell,token_reporter,c,batches/batch_084.json,6,TX,1,TX0780100,,0.0,5243
b2-TX0740400-savoy,published_zero,b2_cius,batches/batch_084.json,7,TX,1,TX0740400,full_year_nibrs_backed,0.0,5380
a2-NH00701-sp-merrimack-county,ambiguous_twin,a2,batches/batch_084.json,8,NH,2,NH0070100|NH007015A,,0.0,6307
c-TX0891000-smiley,token_reporter,c,batches/batch_084.json,9,TX,1,TX0891000,,0.0,5143
c-TX0912200-southmayd,token_reporter,c,batches/batch_084.json,10,TX,1,TX0912200,,0.0,5178
