ori9,fill_rows,n_rows,fill_mass,total_estimated,reported_2024,fill_sources,last_usable_year_before_2024,usable_rows_2024,agency_name_std,agency_type_norm,population_latest_nibrs,county_fips,place_fips,county_fips_source,years_since_last_real_report,on_fbi_2024_roster
NJ0134700,7,7,19.491225831542355,19.491225831542355,0.0,hist_median,2019.0,0.0,LAKE COMO,local_police,1710.0,25.0,37560.0,srs_agency_header,5.0,True
LA0290600,7,7,19.395474202853425,19.395474202853425,0.0,hist_median,2019.0,0.0,NICHOLLS STATE UNIVERSIT,special_jurisdiction,0.0,57.0,75425.0,srs_agency_header,5.0,True
IN320SP00,7,7,19.391873826633777,19.391873826633777,0.0,hist_median,2019.0,0.0,SP ELKHART COUNTY,state_law_enforcement,0.0,39.0,99039.0,srs_agency_header,5.0,False
AR0170600,7,7,19.27055681855368,19.27055681855368,0.0,hist_median,2020.0,0.0,MOUNTAINBURG,local_police,614.0,33.0,,fbi_cde_agency_roster,4.0,True
PA0634700,7,7,19.07520410643534,19.07520410643534,0.0,hist_median,2019.0,0.0,ROBINSON TOWNSHIP,local_police,1900.0,125.0,65376.0,srs_agency_header,5.0,False
PA0371400,6,7,19.049743739528687,39.621172310957256,12.0,hist_median,2018.0,0.0,PULASKI TOWNSHIP,local_police,3290.0,73.0,62904.0,srs_agency_header,6.0,True
NY0342100,7,7,18.953799852324025,18.953799852324025,0.0,hist_median,2021.0,0.0,CLIFTON SPRINGS VILLAGE,local_police,2175.0,69.0,16375.0,srs_agency_header,3.0,True
IN371SP00,7,7,18.8826319764513,18.8826319764513,0.0,hist_median,2019.0,0.0,SP ST JOSEPH COUNTY,state_law_enforcement,0.0,141.0,99141.0,srs_agency_header,5.0,False
FL0209000,7,7,18.847455217211593,18.847455217211593,6.0,hist_median|partial_uplift_sanity_cap_hist_median,2019.0,0.0,HP GADSDEN COUNTY,state_law_enforcement,0.0,39.0,99039.0,srs_agency_header,5.0,True
ID0060100,7,7,18.636130835684803,18.636130835684803,0.0,hist_median,2020.0,0.0,ABERDEEN,local_police,1991.0,11.0,100.0,srs_agency_header,4.0,False
LA0050400,7,7,18.62680595709086,18.62680595709086,0.0,hist_median,2018.0,0.0,COTTONPORT,local_police,1954.0,9.0,17880.0,srs_agency_header,6.0,True
MI4596900,7,7,18.58341185192882,18.58341185192882,0.0,hist_median,2019.0,0.0,GRAND TRAVERSE TRIBAL,local_police,0.0,89.0,77600.0,srs_agency_header,5.0,True
MD324SP00,7,7,18.45246481091423,18.45246481091423,0.0,hist_median,2019.0,0.0,MSP STATEWIDE,state_law_enforcement,0.0,5.0,99510.0,srs_agency_header,5.0,False
PA0364700,7,7,18.439891772256544,18.439891772256544,0.0,hist_median,2018.0,0.0,MOUNTVILLE,local_police,2997.0,71.0,52016.0,srs_agency_header,6.0,False
NJ0149100,7,7,18.290859164231815,18.290859164231815,0.0,hist_median,2019.0,0.0,PARK POLICE MORRIS CNTY,special_jurisdiction,0.0,27.0,99027.0,srs_agency_header,5.0,True
IN331SP00,7,7,18.25896007062577,18.25896007062577,0.0,hist_median,2019.0,0.0,SP HARRISON COUNTY,state_law_enforcement,0.0,61.0,99061.0,srs_agency_header,5.0,False
CA0149900,7,7,18.175178814293567,18.175178814293567,0.0,hist_median,2019.0,0.0,HP INYO COUNTY,state_law_enforcement,0.0,27.0,6798.0,srs_agency_header,5.0,False
IN339SP00,7,7,18.150983953821708,18.150983953821708,0.0,hist_median,2019.0,0.0,SP JEFFERSON COUNTY,state_law_enforcement,0.0,77.0,99077.0,srs_agency_header,5.0,False
MI6282000,7,7,18.101065299086123,18.101065299086123,0.0,hist_median,2021.0,0.0,WHITE CLOUD,local_police,1484.0,123.0,86680.0,srs_agency_header,3.0,True
CA0401300,7,7,17.87879309123038,17.87879309123038,0.0,hist_median,2019.0,0.0,DPR SAN LUIS OBISPO CST,special_jurisdiction,0.0,79.0,68154.0,srs_agency_header,5.0,False
PA0042900,7,7,17.78857519994017,17.78857519994017,0.0,hist_median,2018.0,0.0,ROCHESTER TOWNSHIP,local_police,2704.0,7.0,65400.0,srs_agency_header,6.0,False
FL0099000,7,7,17.746228009626588,17.746228009626588,5.0,hist_median|partial_uplift_sanity_cap_hist_median,2019.0,0.0,HP CITRUS COUNTY,state_law_enforcement,0.0,17.0,99017.0,srs_agency_header,5.0,True
IN342SP00,7,7,17.72592971739498,17.72592971739498,0.0,hist_median,2019.0,0.0,SP KNOX COUNTY,state_law_enforcement,0.0,83.0,99083.0,srs_agency_header,5.0,False
OH0310600,7,7,17.443038311509756,17.443038311509756,0.0,hist_median,2020.0,0.0,CLEVES,local_police,3443.0,61.0,16028.0,srs_agency_header,4.0,False
NC0580300,7,7,17.406983193861507,17.406983193861507,0.0,hist_median,2021.0,0.0,MARS HILL,local_police,2276.0,115.0,41620.0,srs_agency_header,3.0,True
WV0410400,7,7,17.388564105601287,17.388564105601287,0.0,hist_median,2019.0,0.0,SOPHIA,local_police,1264.0,81.0,75172.0,srs_agency_header,5.0,True
PA0542900,7,7,17.38539375965186,17.38539375965186,0.0,hist_median,2018.0,0.0,TREMONT,local_police,1687.0,107.0,77392.0,srs_agency_header,6.0,False
IL0510300,7,7,17.346642806213964,17.346642806213964,0.0,hist_median,2019.0,0.0,SUMNER,local_police,3158.0,101.0,73703.0,srs_agency_header,5.0,True
PA0020C00,7,7,17.30943537544924,17.30943537544924,0.0,hist_median,2020.0,0.0,EAST DEER TOWNSHIP,local_police,1450.0,3.0,21024.0,srs_agency_header,4.0,False
IN317SP00,7,7,17.303921609710656,17.303921609710656,0.0,hist_median,2019.0,0.0,SP DEKALB COUNTY,state_law_enforcement,0.0,33.0,99033.0,srs_agency_header,5.0,False
NM0040000,7,7,17.298861822116923,17.298861822116923,0.0,hist_median,2021.0,0.0,COLFAX,sheriff,3474.0,7.0,99007.0,srs_agency_header,3.0,True
IN388SP00,7,7,17.226336996158924,17.226336996158924,0.0,hist_median,2019.0,0.0,SP WASHINGTON COUNTY,state_law_enforcement,0.0,175.0,99175.0,srs_agency_header,5.0,False
MD313SP00,7,7,17.20916724732354,17.20916724732354,0.0,hist_median,2019.0,0.0,SP HOWARD COUNTY,state_law_enforcement,0.0,27.0,99027.0,srs_agency_header,5.0,False
IN347SP00,7,7,17.15177100718009,17.15177100718009,0.0,hist_median,2019.0,0.0,SP LAWRENCE COUNTY,state_law_enforcement,0.0,93.0,99093.0,srs_agency_header,5.0,False
MO0680200,7,7,17.134840174272078,17.134840174272078,0.0,hist_median,2018.0,0.0,TIPTON,local_police,3403.0,135.0,73420.0,srs_agency_header,6.0,True
MO0241600,7,7,17.0923328884093,17.0923328884093,0.0,hist_median,2020.0,0.0,CLAY COUNTY PARK AUTHORI,special_jurisdiction,0.0,47.0,99047.0,srs_agency_header,4.0,False
MI2542600,7,7,17.06234102336798,17.06234102336798,0.0,hist_median,2020.0,0.0,GAINES TOWNSHIP,local_police,6265.0,49.0,,leaic_crosswalk,4.0,False
IN344SP00,7,7,16.929221391459752,16.929221391459752,0.0,hist_median,2019.0,0.0,SP LAGRANGE COUNTY,state_law_enforcement,0.0,87.0,99087.0,srs_agency_header,5.0,False
PA0110100,6,7,16.819893980826713,24.819893980826713,4.0,hist_median,2020.0,0.0,NORTHERN CAMBRIA BOROUGH,local_police,3546.0,21.0,55000.0,srs_agency_header,4.0,True
IL0710200,7,7,16.813413528041167,16.813413528041167,0.0,hist_median,2020.0,0.0,MOUNT MORRIS,local_police,2810.0,141.0,50998.0,srs_agency_header,4.0,True
PA0030200,7,7,16.7163899241256,16.7163899241256,0.0,hist_median,2019.0,0.0,FORD CITY,local_police,2819.0,5.0,26512.0,srs_agency_header,5.0,False
FL0200500,7,7,16.575122374784176,16.575122374784176,0.0,hist_median,2018.0,0.0,MIDWAY,local_police,3461.0,39.0,45425.0,srs_agency_header,6.0,True
CADI09900,7,7,16.494336499550684,16.494336499550684,0.0,hist_median,2019.0,0.0,LA JOLLA TRIBAL,unknown,,,,,5.0,False
WI0682000,7,7,16.432736467533267,16.432736467533267,0.0,hist_median,2019.0,0.0,OCONOMOWOC TOWN,local_police,8916.0,133.0,59300.0,srs_agency_header,5.0,False
GA1280000,7,7,16.425496015890204,16.425496015890204,0.0,hist_median,2020.0,0.0,STEWART,sheriff,3770.0,259.0,99259.0,srs_agency_header,4.0,True
AZ0110900,7,7,16.353230718797345,16.353230718797345,0.0,hist_median,2019.0,0.0,KEARNY,local_police,2233.0,21.0,37200.0,srs_agency_header,5.0,True
GA1300100,7,7,16.344298106331806,16.344298106331806,0.0,hist_median,2018.0,0.0,TALBOTTON,local_police,844.0,263.0,75244.0,srs_agency_header,6.0,True
FL0012700,7,7,16.2349882601412,16.2349882601412,9.0,hist_median|partial_uplift_sanity_cap_hist_median,2019.0,0.0,SANTA FE COLLEGE,special_jurisdiction,0.0,1.0,25175.0,srs_agency_header,5.0,True
LA0080200,7,7,16.210283807482508,16.210283807482508,0.0,hist_median,2021.0,0.0,BENTON,local_police,2104.0,15.0,,fbi_cde_agency_roster,3.0,True
IN365SP00,7,7,16.09599017139846,16.09599017139846,0.0,hist_median,2019.0,0.0,SP POSEY COUNTY,state_law_enforcement,0.0,129.0,99129.0,srs_agency_header,5.0,False
WI0132900,7,7,16.038337959606118,16.038337959606118,0.0,hist_median,2020.0,0.0,BROOKLYN,local_police,1528.0,25.0,,fbi_cde_agency_roster,4.0,True
KS0530000,7,7,16.037767354514937,16.037767354514937,0.0,hist_median,2021.0,0.0,LINCOLN,sheriff,3005.0,105.0,99105.0,srs_agency_header,3.0,True
IA0950100,7,7,15.93598399467393,15.93598399467393,0.0,hist_median,2020.0,0.0,FOREST CITY,local_police,4274.0,189.0,28380.0,srs_agency_header,4.0,True
TN0340100,7,7,15.884268460480047,15.884268460480047,0.0,hist_median,2018.0,0.0,SNEEDVILLE,local_police,1341.0,67.0,69460.0,srs_agency_header,6.0,False
AL0360000,7,7,15.738156769301495,15.738156769301495,0.0,hist_median,2019.0,0.0,HALE,sheriff,10918.0,65.0,99065.0,srs_agency_header,5.0,True
WY0120100,7,7,15.686911125559371,15.686911125559371,0.0,hist_median,2019.0,0.0,AFTON,local_police,2311.0,23.0,245.0,srs_agency_header,5.0,True
PA0466200,7,7,15.664712416407424,15.664712416407424,11.0,hist_median|partial_uplift_sanity_cap_hist_median,2019.0,0.0,PA ST UNIV ABINGTON,special_jurisdiction,0.0,91.0,99091.0,srs_agency_header,5.0,True
PA0520300,7,7,15.611406896687331,15.611406896687331,0.0,hist_median,2019.0,0.0,COUNTY DET PIKE COUNTY,special_jurisdiction,0.0,103.0,99103.0,srs_agency_header,5.0,True
MA005BA00,7,7,15.541706692628674,15.541706692628674,0.0,hist_median,2019.0,0.0,MBTA ESSEX COUNTY,special_jurisdiction,0.0,9.0,99009.0,srs_agency_header,5.0,True
IL0811100,7,7,15.539059604815328,15.539059604815328,0.0,hist_median,2020.0,0.0,HAMPTON,local_police,1807.0,161.0,32564.0,srs_agency_header,4.0,False
IN333SP00,7,7,15.538675731285116,15.538675731285116,0.0,hist_median,2019.0,0.0,SP HENRY COUNTY,state_law_enforcement,0.0,65.0,99065.0,srs_agency_header,5.0,False
ID0320100,7,7,15.345303571846376,15.345303571846376,0.0,hist_median,2018.0,0.0,SHOSHONE,local_police,1748.0,63.0,73900.0,srs_agency_header,6.0,False
UT0190200,7,7,15.339818254838985,15.339818254838985,0.0,hist_median,2019.0,0.0,MONTICELLO,local_police,1998.0,37.0,51580.0,srs_agency_header,5.0,False
IN392SP00,7,7,15.158656808287184,15.158656808287184,0.0,hist_median,2019.0,0.0,SP WHITLEY COUNTY,state_law_enforcement,0.0,183.0,99183.0,srs_agency_header,5.0,False
LA0401000,7,7,15.09722506811421,15.09722506811421,0.0,hist_median,2018.0,0.0,BALL,local_police,4018.0,79.0,4055.0,srs_agency_header,6.0,True
OR0130000,7,7,15.00572321342964,15.00572321342964,0.0,hist_median,2021.0,0.0,HARNEY,sheriff,3174.0,25.0,99025.0,srs_agency_header,3.0,True
IL0461800,7,7,14.981880651142376,14.981880651142376,0.0,hist_median,2018.0,0.0,AROMA PARK,local_police,695.0,91.0,2258.0,srs_agency_header,6.0,False
OH0221100,7,7,14.964683405872377,14.964683405872377,0.0,hist_median,2019.0,0.0,CEDAR POINT,local_police,0.0,43.0,70380.0,srs_agency_header,5.0,False
ME0020700,7,7,14.950727895741302,14.950727895741302,0.0,hist_median,2019.0,0.0,VAN BUREN,local_police,2078.0,3.0,78570.0,srs_agency_header,5.0,False
IN367SP00,7,7,14.782835610272375,14.782835610272375,0.0,hist_median,2019.0,0.0,SP PUTNAM COUNTY,state_law_enforcement,0.0,133.0,99133.0,srs_agency_header,5.0,False
PA0652800,5,7,14.755688492403884,35.4829612196766,19.0,hist_median,2020.0,0.0,ALLEGHENY TOWNSHIP,local_police,8249.0,129.0,892.0,srs_agency_header,4.0,True
IN377SP00,7,7,14.74930917575679,14.74930917575679,0.0,hist_median,2019.0,0.0,SP SULLIVAN COUNTY,state_law_enforcement,0.0,153.0,99153.0,srs_agency_header,5.0,False
NY0572400,7,7,14.730838308808508,14.730838308808508,0.0,hist_median,2021.0,0.0,FORT EDWARD VILLAGE,local_police,3277.0,115.0,26770.0,srs_agency_header,3.0,False
IN359SP00,7,7,14.712137770535538,14.712137770535538,0.0,hist_median,2019.0,0.0,SP ORANGE COUNTY,state_law_enforcement,0.0,117.0,99117.0,srs_agency_header,5.0,False
MI6446900,7,7,14.624566217537929,14.624566217537929,0.0,hist_median,2021.0,0.0,HESPERIA,local_police,975.0,127.0,37860.0,srs_agency_header,3.0,True
MO1000100,7,7,14.563388824243887,14.563388824243887,0.0,hist_median,2018.0,0.0,MEMPHIS,local_police,1866.0,199.0,47270.0,srs_agency_header,6.0,True
IN315SP00,7,7,14.549021344119105,14.549021344119105,0.0,hist_median,2019.0,0.0,SP DEARBORN COUNTY,state_law_enforcement,0.0,29.0,99029.0,srs_agency_header,5.0,False
IA0860100,7,7,14.521322804855725,14.521322804855725,0.0,hist_median,2020.0,0.0,TOLEDO,local_police,2404.0,171.0,78510.0,srs_agency_header,4.0,True
OH0186400,7,7,14.42005652878528,14.42005652878528,0.0,hist_median,2021.0,0.0,CUYAHOGA COMMUNITY COLLE,special_jurisdiction,0.0,35.0,16000.0,srs_agency_header,3.0,True
MI3451500,7,7,14.39903367034936,14.39903367034936,0.0,hist_median,2020.0,0.0,LAKE ODESSA,local_police,2138.0,67.0,44880.0,srs_agency_header,4.0,True
PA0020S00,7,7,14.358153412288376,14.358153412288376,0.0,hist_median,2018.0,0.0,FORWARD TOWNSHIP,local_police,3295.0,3.0,26896.0,srs_agency_header,6.0,False
MO0310100,7,7,14.158799019804365,14.158799019804365,0.0,hist_median,2018.0,0.0,GALLATIN,local_police,1864.0,61.0,26308.0,srs_agency_header,6.0,True
MS0251900,7,7,14.101643561922796,14.101643561922796,0.0,hist_median,2018.0,0.0,STATE CAPITOL POLICE,special_jurisdiction,0.0,49.0,36000.0,srs_agency_header,6.0,True
PA0023000,5,7,14.07532484318221,30.07532484318221,4.0,hist_median,2020.0,0.0,BRADDOCK,local_police,2110.0,3.0,7992.0,srs_agency_header,4.0,False
