ori7c,ori9,state_abbr,state_fips,year,aggravated_assault,burglary,larceny,motor_vehicle_theft,murder,rape,robbery,total,sig,preferred_sources,max_preferred_months,n_usable,agency_name_std,agency_type_norm,population_latest_nibrs,county_fips,place_fips,county_fips_source,cw_n_jurisdictions,cw_weight_sum,cw_relationship,cw_jurisdictions,estimated_count_2024_all_offenses,group_n_ori9,group_n_distinct_signature,group_total_sum,group_total_max,group_total_min,group_excess_mass,match_evidence,duplicate_class
CA03049,CA030490X,CA,06,2023,44.0,39.0,267.0,54.0,0.0,0.0,13.0,417.0,0|0|13|44|39|267|54,nibrs_srs_equivalent_annual,12.0,7,SANTA ANA,local_police,52247.0,059,,fbi_cde_agency_roster,1.0,1.0,exclusive,06:municipal:place:0600947,498.0,2,1,834.0,417.0,417.0,417.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
FL05299,FL0529900,FL,12,2023,17.0,18.0,344.0,18.0,0.0,2.0,3.0,402.0,0|2|3|17|18|344|18,srs_return_a_annual,12.0,7,SEMINOLE,local_police,,103,64975,srs_agency_header,1.0,1.0,exclusive,12:municipal:place:1264975,1181.0,2,1,804.0,402.0,402.0,402.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
FL05299,FL052990X,FL,12,2023,17.0,18.0,344.0,18.0,0.0,2.0,3.0,402.0,0|2|3|17|18|344|18,nibrs_srs_equivalent_annual,12.0,7,LARGO,local_police,19300.0,103,,fbi_cde_agency_roster,1.0,1.0,exclusive,12:municipal:place:1239425,397.0,2,1,804.0,402.0,402.0,402.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
NC03203,NC0320300,NC,37,2023,3.0,11.0,362.0,23.0,0.0,0.0,1.0,400.0,0|0|1|3|11|362|23,cius_publication_annual,12.0,7,DUKE UNIVERSITY,special_jurisdiction,,063,19000,srs_agency_header,1.0,1.0,overlap,37:statewide_overlap_layer,322.0,2,1,800.0,400.0,400.0,400.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
NC03203,NC032039E,NC,37,2023,3.0,11.0,362.0,23.0,0.0,0.0,1.0,400.0,0|0|1|3|11|362|23,nibrs_srs_equivalent_annual,12.0,7,DURHAM,special_jurisdiction,0.0,063,,fbi_cde_agency_roster,1.0,1.0,overlap,37:statewide_overlap_layer,322.0,2,1,800.0,400.0,400.0,400.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
CA01999,CA0199900,CA,06,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|0|0|0|0|0|0,srs_return_a_annual,0.0,0,HP LOS ANGELES COUNTY,state_law_enforcement,0.0,037,44000,srs_agency_header,1.0,1.0,overlap,06:statewide_overlap_layer,613.7261315361661,13,13,496.0,124.0,0.0,372.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA01999,CA0199901,CA,06,2023,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0|0|0|1|0|0|2,nibrs_srs_equivalent_annual,12.0,7,,state_law_enforcement,0.0,037,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,6.0,13,13,496.0,124.0,0.0,372.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA01999,CA0199910,CA,06,2023,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0|0|0|0|0|0|6,nibrs_srs_equivalent_annual,12.0,7,,state_law_enforcement,0.0,037,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,36.0,13,13,496.0,124.0,0.0,372.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA01999,CA0199925,CA,06,2023,19.0,8.0,26.0,29.0,0.0,0.0,0.0,82.0,0|0|0|19|8|26|29,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL BALDWIN PARK AREA OFFICE,state_law_enforcement,0.0,037,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,57.0,13,13,496.0,124.0,0.0,372.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA01999,CA0199930,CA,06,2023,10.0,1.0,33.0,51.0,0.0,0.0,0.0,95.0,0|0|0|10|1|33|51,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL SOUTH LOS ANGELES AREA OFFICE,state_law_enforcement,0.0,037,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,38.0,13,13,496.0,124.0,0.0,372.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA01999,CA0199935,CA,06,2023,7.0,0.0,20.0,94.0,0.0,0.0,3.0,124.0,0|0|3|7|0|20|94,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL EAST LOS ANGELES AREA OFFICE,state_law_enforcement,0.0,037,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,94.0,13,13,496.0,124.0,0.0,372.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA01999,CA0199940,CA,06,2023,19.0,1.0,50.0,43.0,0.0,0.0,1.0,114.0,0|0|1|19|1|50|43,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL NEWHALL AREA OFFICE,state_law_enforcement,0.0,037,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,90.0,13,13,496.0,124.0,0.0,372.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA01999,CA0199945,CA,06,2023,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0|0|0|0|0|0|4,nibrs_srs_equivalent_annual,12.0,7,,state_law_enforcement,0.0,037,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,1.6930433625398547,13,13,496.0,124.0,0.0,372.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA01999,CA0199950,CA,06,2023,8.0,3.0,3.0,0.0,0.0,0.0,1.0,15.0,0|0|1|8|3|3|0,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL SANTA FE SPRINGS AREA OFFICE,state_law_enforcement,0.0,037,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,53.0,13,13,496.0,124.0,0.0,372.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA01999,CA0199965,CA,06,2023,0.0,0.0,1.0,13.0,0.0,0.0,0.0,14.0,0|0|0|0|0|1|13,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL WEST LOS ANGELES AREA OFFICE,state_law_enforcement,0.0,037,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,27.0,13,13,496.0,124.0,0.0,372.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA01999,CA0199975,CA,06,2023,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL ALTADENA AREA OFFICE,state_law_enforcement,0.0,037,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,29.0,13,13,496.0,124.0,0.0,372.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA01999,CA0199980,CA,06,2023,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0|0|0|1|0|1|1,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL WEST VALLEY AREA OFFICE,state_law_enforcement,0.0,037,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,24.0,13,13,496.0,124.0,0.0,372.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA01999,CA0199990,CA,06,2023,2.0,0.0,6.0,27.0,0.0,0.0,0.0,35.0,0|0|0|2|0|6|27,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL CENTRAL LOS ANGELES AREA OFFICE,state_law_enforcement,0.0,037,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,32.0,13,13,496.0,124.0,0.0,372.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA03036,CA0303600,CA,06,2023,33.0,39.0,223.0,51.0,1.0,1.0,5.0,353.0,1|1|5|33|39|223|51,cius_publication_annual,12.0,7,DANA POINT,local_police,,059,17946,srs_agency_header,1.0,1.0,exclusive,06:municipal:place:0617946,343.0,2,1,706.0,353.0,353.0,353.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
CA03036,CA030360X,CA,06,2023,33.0,39.0,223.0,51.0,1.0,1.0,5.0,353.0,1|1|5|33|39|223|51,nibrs_srs_equivalent_annual,12.0,7,SANTA ANA,local_police,34019.0,059,,fbi_cde_agency_roster,1.0,1.0,exclusive,06:municipal:place:0669000,344.0,2,1,706.0,353.0,353.0,353.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
TX05751,TX0575100,TX,48,2023,1.0,8.0,287.0,37.0,0.0,3.0,3.0,339.0,0|3|3|1|8|287|37,srs_return_a_annual,12.0,7,BAYLOR HEALTH CARE SYSTE,special_jurisdiction,,113,19000,srs_agency_header,1.0,1.0,overlap,48:statewide_overlap_layer,265.0,2,1,678.0,339.0,339.0,339.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
TX05751,TX057519E,TX,48,2023,1.0,8.0,287.0,37.0,0.0,3.0,3.0,339.0,0|3|3|1|8|287|37,nibrs_srs_equivalent_annual,12.0,7,DALLAS,special_jurisdiction,0.0,113,,fbi_cde_agency_roster,1.0,1.0,overlap,48:statewide_overlap_layer,265.0,2,1,678.0,339.0,339.0,339.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
CA00723,CA0072300,CA,06,2023,21.0,31.0,227.0,45.0,2.0,1.0,10.0,337.0,2|1|10|21|31|227|45,srs_return_a_annual,12.0,7,DANVILLE,local_police,,013,17988,srs_agency_header,1.0,1.0,exclusive,06:municipal:place:0617988,277.0,2,1,674.0,337.0,337.0,337.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
CA00723,CA007230X,CA,06,2023,21.0,31.0,227.0,45.0,2.0,1.0,10.0,337.0,2|1|10|21|31|227|45,nibrs_srs_equivalent_annual,12.0,7,MARTINEZ,local_police,45202.0,013,,fbi_cde_agency_roster,1.0,1.0,exclusive,06:municipal:place:0617988,277.0,2,1,674.0,337.0,337.0,337.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MA01333,MA0133300,MA,25,2023,1.0,11.0,307.0,2.0,0.0,8.0,0.0,329.0,0|8|0|1|11|307|2,srs_return_a_annual,12.0,7,NORTHEASTERN UNIVERSITY,special_jurisdiction,,025,07000,srs_agency_header,1.0,1.0,overlap,25:statewide_overlap_layer,415.0,2,1,658.0,329.0,329.0,329.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MA01333,MA013339E,MA,25,2023,1.0,11.0,307.0,2.0,0.0,8.0,0.0,329.0,0|8|0|1|11|307|2,nibrs_srs_equivalent_annual,12.0,7,BOSTON,special_jurisdiction,0.0,025,,fbi_cde_agency_roster,1.0,1.0,overlap,25:statewide_overlap_layer,415.0,2,1,658.0,329.0,329.0,329.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
CT00504,CT0050400,CT,09,2023,4.0,24.0,217.0,53.0,0.0,2.0,1.0,301.0,0|2|1|4|24|217|53,srs_return_a_annual,12.0,7,YALE UNIVERSITY,unknown,,,,,1.0,1.0,overlap,09:statewide_overlap_layer,277.0,2,1,602.0,301.0,301.0,301.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
CT00504,CT005049E,CT,09,2023,4.0,24.0,217.0,53.0,0.0,2.0,1.0,301.0,0|2|1|4|24|217|53,nibrs_srs_equivalent_annual,12.0,7,,special_jurisdiction,0.0,,,,1.0,1.0,overlap,09:statewide_overlap_layer,277.0,2,1,602.0,301.0,301.0,301.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
GA04414,GA0441400,GA,13,2023,5.0,23.0,251.0,9.0,0.0,7.0,2.0,297.0,0|7|2|5|23|251|9,srs_return_a_annual,12.0,7,EMORY UNIVERSITY,constable_marshal,,089,23536,srs_agency_header,1.0,1.0,exclusive,13:municipal:place:1323536,318.0,2,1,594.0,297.0,297.0,297.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
GA04414,GA044149E,GA,13,2023,5.0,23.0,251.0,9.0,0.0,7.0,2.0,297.0,0|7|2|5|23|251|9,nibrs_srs_equivalent_annual,12.0,7,ATLANTA,special_jurisdiction,0.0,089,,fbi_cde_agency_roster,1.0,1.0,overlap,13:statewide_overlap_layer,318.0,2,1,594.0,297.0,297.0,297.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
CA00199,CA0019900,CA,06,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|0|0|0|0|0|0,srs_return_a_annual,0.0,0,HP ALAMEDA COUNTY,state_law_enforcement,0.0,001,33000,srs_agency_header,1.0,1.0,overlap,06:statewide_overlap_layer,220.69757514560132,4,4,907.0,622.0,0.0,285.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA00199,CA0019945,CA,06,2023,11.0,1.0,51.0,559.0,0.0,0.0,0.0,622.0,0|0|0|11|1|51|559,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL HAYWARD AREA OFFICE,state_law_enforcement,0.0,001,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,207.0,4,4,907.0,622.0,0.0,285.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA00199,CA0019970,CA,06,2023,27.0,3.0,22.0,202.0,1.0,1.0,3.0,259.0,1|1|3|27|3|22|202,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL OAKLAND AREA OFFICE,state_law_enforcement,0.0,001,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,444.0,4,4,907.0,622.0,0.0,285.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA00199,CA0019990,CA,06,2023,0.0,0.0,12.0,14.0,0.0,0.0,0.0,26.0,0|0|0|0|0|12|14,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL DUBLIN AREA OFFICE,state_law_enforcement,0.0,001,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,38.0,4,4,907.0,622.0,0.0,285.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
IN07113,IN0711300,IN,18,2023,4.0,3.0,252.0,8.0,0.0,0.0,0.0,267.0,0|0|0|4|3|252|8,srs_return_a_annual,12.0,7,UNIVERSITY OF NOTRE DAME,unknown,,,,,1.0,1.0,overlap,18:statewide_overlap_layer,224.0,2,1,534.0,267.0,267.0,267.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
IN07113,IN071139E,IN,18,2023,4.0,3.0,252.0,8.0,0.0,0.0,0.0,267.0,0|0|0|4|3|252|8,nibrs_srs_equivalent_annual,12.0,7,,special_jurisdiction,0.0,141,,fbi_cde_agency_roster,1.0,1.0,overlap,18:statewide_overlap_layer,224.0,2,1,534.0,267.0,267.0,267.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MI63183,MI6318300,MI,26,2023,25.0,16.0,178.0,20.0,1.0,2.0,0.0,242.0,1|2|0|25|16|178|20,srs_return_a_annual,12.0,7,COMMERCE TOWNSHIP,unknown,,,,,1.0,1.0,overlap,26:statewide_overlap_layer,264.0,2,1,484.0,242.0,242.0,242.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MI63183,MI631830X,MI,26,2023,25.0,16.0,178.0,20.0,1.0,2.0,0.0,242.0,1|2|0|25|16|178|20,nibrs_srs_equivalent_annual,12.0,7,,local_police,39878.0,125,,fbi_cde_agency_roster,1.0,1.0,exclusive,26:municipal:cousub:2612517640,264.0,2,1,484.0,242.0,242.0,242.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MI63185,MI6318500,MI,26,2023,23.0,22.0,164.0,17.0,0.0,9.0,2.0,237.0,0|9|2|23|22|164|17,srs_return_a_annual,12.0,7,INDEPENDENCE TOWNSHIP,unknown,,,,,1.0,1.0,overlap,26:statewide_overlap_layer,158.0,2,1,474.0,237.0,237.0,237.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MI63185,MI631850X,MI,26,2023,23.0,22.0,164.0,17.0,0.0,9.0,2.0,237.0,0|9|2|23|22|164|17,nibrs_srs_equivalent_annual,12.0,7,,local_police,37302.0,125,,fbi_cde_agency_roster,1.0,1.0,exclusive,26:municipal:cousub:2612540400,158.0,2,1,474.0,237.0,237.0,237.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
CA03048,CA0304800,CA,06,2023,18.0,34.0,157.0,9.0,0.0,0.0,4.0,222.0,0|0|4|18|34|157|9,srs_return_a_annual,12.0,7,RANCHO SANTA MARGARITA,local_police,,059,59587,srs_agency_header,1.0,1.0,exclusive,06:municipal:place:0659587,276.0,2,1,444.0,222.0,222.0,222.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
CA03048,CA030480X,CA,06,2023,18.0,34.0,157.0,9.0,0.0,0.0,4.0,222.0,0|0|4|18|34|157|9,nibrs_srs_equivalent_annual,12.0,7,SANTA ANA,local_police,48918.0,059,,fbi_cde_agency_roster,1.0,1.0,exclusive,06:municipal:place:0659587,276.0,2,1,444.0,222.0,222.0,222.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
TX10138,TX1013800,TX,48,2023,0.0,12.0,125.0,75.0,0.0,0.0,1.0,213.0,0|0|1|0|12|125|75,cius_publication_annual,12.0,7,RICE UNIVERSITY,special_jurisdiction,,201,35000,srs_agency_header,1.0,1.0,overlap,48:statewide_overlap_layer,196.0,2,1,426.0,213.0,213.0,213.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
TX10138,TX101389E,TX,48,2023,0.0,12.0,125.0,75.0,0.0,0.0,1.0,213.0,0|0|1|0|12|125|75,nibrs_srs_equivalent_annual,12.0,7,HOUSTON,special_jurisdiction,0.0,201,,fbi_cde_agency_roster,1.0,1.0,overlap,48:statewide_overlap_layer,196.0,2,1,426.0,213.0,213.0,213.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
CA05499,CA0549900,CA,06,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|0|0|0|0|0|0,srs_return_a_annual,0.0,0,HP TULARE COUNTY,state_law_enforcement,0.0,107,82954,srs_agency_header,1.0,1.0,overlap,06:statewide_overlap_layer,720.9184576233268,3,3,550.0,356.0,0.0,194.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA05499,CA0549980,CA,06,2023,1.0,1.0,64.0,289.0,0.0,0.0,1.0,356.0,0|0|1|1|1|64|289,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL VISALIA AREA OFFICE,state_law_enforcement,0.0,107,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,314.0,3,3,550.0,356.0,0.0,194.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA05499,CA0549981,CA,06,2023,0.0,1.0,31.0,162.0,0.0,0.0,0.0,194.0,0|0|0|0|1|31|162,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL PORTERVILLE AREA OFFICE,state_law_enforcement,0.0,107,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,140.0,3,3,550.0,356.0,0.0,194.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
MI63188,MI6318800,MI,26,2023,14.0,13.0,142.0,19.0,0.0,1.0,1.0,190.0,0|1|1|14|13|142|19,srs_return_a_annual,12.0,7,ORION TOWNSHIP,unknown,,,,,1.0,1.0,overlap,26:statewide_overlap_layer,158.0,2,1,380.0,190.0,190.0,190.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MI63188,MI631880X,MI,26,2023,14.0,13.0,142.0,19.0,0.0,1.0,1.0,190.0,0|1|1|14|13|142|19,nibrs_srs_equivalent_annual,12.0,7,,local_police,37125.0,125,,fbi_cde_agency_roster,1.0,1.0,exclusive,26:municipal:cousub:2612561100,158.0,2,1,380.0,190.0,190.0,190.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
TX05752,TX0575200,TX,48,2023,0.0,21.0,141.0,20.0,0.0,0.0,1.0,183.0,0|0|1|0|21|141|20,srs_return_a_annual,12.0,7,SOUTHERN METHODIST UNIV,special_jurisdiction,,113,19000,srs_agency_header,1.0,1.0,overlap,48:statewide_overlap_layer,146.0,2,1,366.0,183.0,183.0,183.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
TX05752,TX057529E,TX,48,2023,0.0,21.0,141.0,20.0,0.0,0.0,1.0,183.0,0|0|1|0|21|141|20,nibrs_srs_equivalent_annual,12.0,7,DALLAS,special_jurisdiction,0.0,113,,fbi_cde_agency_roster,1.0,1.0,overlap,48:statewide_overlap_layer,146.0,2,1,366.0,183.0,183.0,183.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
OK05502,OK0550200,OK,40,2023,54.0,86.0,570.0,76.0,1.0,9.0,9.0,805.0,1|9|9|54|86|570|76,cius_publication_annual,12.0,7,DEL CITY,local_police,21859.0,109,19900,srs_agency_header,1.0,1.0,exclusive,40:municipal:place:4019900,777.0,2,2,976.0,805.0,171.0,171.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
OK05502,OK055025C,OK,40,2023,118.0,0.0,1.0,0.0,7.0,45.0,0.0,171.0,7|45|0|118|0|1|0,nibrs_srs_equivalent_annual,12.0,7,,unknown,0.0,,,,1.0,1.0,overlap,40:statewide_overlap_layer,133.0,2,2,976.0,805.0,171.0,171.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA00726,CA0072600,CA,06,2023,9.0,23.0,108.0,16.0,0.0,2.0,6.0,164.0,0|2|6|9|23|108|16,cius_publication_annual,12.0,7,ORINDA,local_police,,013,54232,srs_agency_header,1.0,1.0,exclusive,06:municipal:place:0654232,181.0,2,1,328.0,164.0,164.0,164.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
CA00726,CA007260X,CA,06,2023,9.0,23.0,108.0,16.0,0.0,2.0,6.0,164.0,0|2|6|9|23|108|16,nibrs_srs_equivalent_annual,12.0,7,MARTINEZ,local_police,20175.0,013,,fbi_cde_agency_roster,1.0,1.0,exclusive,06:municipal:place:0646114,181.0,2,1,328.0,164.0,164.0,164.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
LA03620,LA0362000,LA,22,2023,0.0,10.0,103.0,7.0,0.0,0.0,1.0,121.0,0|0|1|0|10|103|7,cius_publication_annual,12.0,7,TULANE UNIVERSITY,special_jurisdiction,,071,55000,srs_agency_header,1.0,1.0,overlap,22:statewide_overlap_layer,77.0,2,1,242.0,121.0,121.0,121.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
LA03620,LA036209E,LA,22,2023,0.0,10.0,103.0,7.0,0.0,0.0,1.0,121.0,0|0|1|0|10|103|7,nibrs_srs_equivalent_annual,12.0,7,NEW ORLEANS,special_jurisdiction,0.0,071,,fbi_cde_agency_roster,1.0,1.0,overlap,22:statewide_overlap_layer,77.0,2,1,242.0,121.0,121.0,121.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
IN00212,IN0021200,IN,18,2023,26.0,0.0,83.0,3.0,0.0,1.0,0.0,113.0,0|1|0|26|0|83|3,srs_return_a_annual,12.0,7,PARKVIEW HEALTH,unknown,,,,,1.0,1.0,overlap,18:statewide_overlap_layer,76.0,2,1,226.0,113.0,113.0,113.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
IN00212,IN002129E,IN,18,2023,26.0,0.0,83.0,3.0,0.0,1.0,0.0,113.0,0|1|0|26|0|83|3,nibrs_srs_equivalent_annual,12.0,7,,unknown,0.0,003,,fbi_cde_agency_roster,1.0,1.0,overlap,18:statewide_overlap_layer,76.0,2,1,226.0,113.0,113.0,113.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
UT02512,UT0251200,UT,49,2023,1.0,2.0,106.0,1.0,0.0,1.0,0.0,111.0,0|1|0|1|2|106|1,srs_return_a_annual,12.0,7,BRIGHAM YOUNG UNIVERSITY,special_jurisdiction,,049,62470,srs_agency_header,1.0,1.0,overlap,49:statewide_overlap_layer,85.0,2,1,222.0,111.0,111.0,111.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
UT02512,UT025129E,UT,49,2023,1.0,2.0,106.0,1.0,0.0,1.0,0.0,111.0,0|1|0|1|2|106|1,nibrs_srs_equivalent_annual,12.0,7,PROVO,special_jurisdiction,0.0,049,,fbi_cde_agency_roster,1.0,1.0,overlap,49:statewide_overlap_layer,85.0,2,1,222.0,111.0,111.0,111.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
CA03047,CA0304700,CA,06,2023,5.0,14.0,70.0,8.0,1.0,0.0,3.0,101.0,1|0|3|5|14|70|8,srs_return_a_annual,12.0,7,LAGUNA WOODS,local_police,,059,53980,srs_agency_header,1.0,1.0,exclusive,06:municipal:place:0653980,160.0,2,1,202.0,101.0,101.0,101.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
CA03047,CA030470X,CA,06,2023,5.0,14.0,70.0,8.0,1.0,0.0,3.0,101.0,1|0|3|5|14|70|8,nibrs_srs_equivalent_annual,12.0,7,SANTA ANA,local_police,17249.0,059,,fbi_cde_agency_roster,1.0,1.0,exclusive,06:municipal:place:0639259,160.0,2,1,202.0,101.0,101.0,101.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
CA04299,CA0429900,CA,06,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|0|0|0|0|0|0,srs_return_a_annual,0.0,0,HP SANTA BARBARA COUNTY,state_law_enforcement,0.0,083,69070,srs_agency_header,1.0,1.0,overlap,06:statewide_overlap_layer,182.26004737091847,4,4,187.0,87.0,0.0,100.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA04299,CA0429950,CA,06,2023,0.0,0.0,6.0,81.0,0.0,0.0,0.0,87.0,0|0|0|0|0|6|81,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL SANTA MARIA AREA OFFICE,state_law_enforcement,0.0,083,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,46.0,4,4,187.0,87.0,0.0,100.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA04299,CA0429955,CA,06,2023,0.0,0.0,10.0,40.0,0.0,0.0,0.0,50.0,0|0|0|0|0|10|40,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL BUELLTON AREA OFFICE,state_law_enforcement,0.0,083,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,25.0,4,4,187.0,87.0,0.0,100.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA04299,CA0429960,CA,06,2023,0.0,0.0,7.0,43.0,0.0,0.0,0.0,50.0,0|0|0|0|0|7|43,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL SANTA BARBARA AREA OFFICE,state_law_enforcement,0.0,083,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,37.0,4,4,187.0,87.0,0.0,100.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
MI63186,MI6318600,MI,26,2023,9.0,11.0,64.0,11.0,0.0,3.0,0.0,98.0,0|3|0|9|11|64|11,srs_return_a_annual,12.0,7,LYON TOWNSHIP,unknown,,,,,1.0,1.0,overlap,26:statewide_overlap_layer,77.0,2,1,196.0,98.0,98.0,98.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
