ori,state_fips,block_group_geoid,weight_share,geometry_source_type,geometry_source_ref,footprint_note
MA0096200,25,250173537005,0.003305999442600589,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250173538001,0.0001170962991323687,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250173538002,0.0004514395806066064,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250173538003,0.0001318115743031759,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250173538004,0.0002728231604227838,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250173539001,0.002405930005343163,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250173539002,0.001928561967485063,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250173539003,0.004146238811134245,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250173540001,0.0002302504058307375,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250173540002,0.00283563171329239,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250173540003,0.0001424753058696716,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250173541001,0.004198010889961326,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250173541002,0.0003981647510849651,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250173542002,0.0007684511879769772,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250173545002,0.0028085841697752,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250173546022,0.0001941551064214139,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250173593034,0.01732790542510506,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250173594001,0.0007966072130580771,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250173594002,0.0004709631280138454,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250173613005,0.1266070628501337,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250173621002,0.02097846300912703,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250250001011,0.0004766012319048418,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250250001021,0.002824848645010169,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250250001022,0.003389312785905913,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250250008042,0.005605373815497126,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250250008051,7.568362276141752e-05,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250250008053,6.528239261866206e-05,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250250008061,0.008257592619962409,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250250008062,0.03529317354205084,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
MA0096200,25,250250008063,0.01951363792196733,official_harvard_scope_plus_massgis_parcel_hybrid_footprint,HUPD Clery Geography Maps page; Harvard Facilities FeatureServer layer 8; Harvard HUGreenSpace VectorTileServer; MassGIS Level 3 Parcels FeatureServer layer 1,"Massachusetts-only Harvard footprint built as a hybrid of official Harvard/HUPD campus geography and MassGIS parcel envelopes: urban Cambridge/Allston/Longwood/Somerville/Arnold clusters use Harvard facilities, official landscaped-ground polygons, and Harvard-owner parcel envelopes near official facilities; Bedford, Concord, Carlisle, and Petersham use Harvard-owned MassGIS parcels consistent with official Concord Field Station and Harvard Forest scope. Foreign campuses and generic surrounding city territory are excluded."
